,state_abv,county,pct_diff
2579,TX,Crosby County,-1.50
2580,TX,Culberson County,1.53
2581,TX,Dallam County,0.03
2582,TX,Dallas County,0.17
2583,TX,Dawson County,-1.41
2584,TX,Deaf Smith County,-0.28
2585,TX,Delta County,1.98
2586,TX,Denton County,3.06
2587,TX,DeWitt County,0.89
2588,TX,Dickens County,-1.44
2589,TX,Dimmit County,-1.23
2590,TX,Donley County,-2.28
2591,TX,Duval County,-1.05
2592,TX,Eastland County,0.80
2593,TX,Ector County,2.13
2594,TX,Edwards County,-2.45
2595,TX,Ellis County,4.95
2596,TX,El Paso County,0.30
2597,TX,Erath County,0.82
2598,TX,Falls County,1.95
2599,TX,Fannin County,1.34
2600,TX,Fayette County,2.17
2601,TX,Fisher County,-0.39
2602,TX,Floyd County,-2.84
2603,TX,Foard County,1.51
2604,TX,Fort Bend County,3.13
2605,TX,Franklin County,0.66
2606,TX,Freestone County,2.04
2607,TX,Frio County,1.53
2608,TX,Gaines County,1.73
2609,TX,Galveston County,1.22
2610,TX,Garza County,0.42
2611,TX,Gillespie County,0.84
2612,TX,Glasscock County,0.18
2613,TX,Goliad County,0.34
2614,TX,Gonzales County,0.58
2615,TX,Gray County,-0.31
2616,TX,Grayson County,2.59
2617,TX,Gregg County,0.54
2618,TX,Grimes County,3.89
2619,TX,Guadalupe County,3.15
2620,TX,Hale County,-0.64
2621,TX,Hall County,0.00
2622,TX,Hamilton County,3.68
2623,TX,Hansford County,-0.78
2624,TX,Hardeman County,-0.99
2625,TX,Hardin County,0.73
2626,TX,Harris County,1.12
2627,TX,Harrison County,1.22
2628,TX,Hartley County,-1.59
2629,TX,Haskell County,0.17
2630,TX,Hays County,4.23
2631,TX,Hemphill County,-1.12
2632,TX,Henderson County,1.97
2633,TX,Hidalgo County,1.15
2634,TX,Hill County,2.24
2635,TX,Hockley County,0.86
2636,TX,Hood County,2.08
2637,TX,Hopkins County,1.00
2638,TX,Houston County,0.56
2639,TX,Howard County,-0.58
2640,TX,Hudspeth County,1.02
2641,TX,Hunt County,4.53
2642,TX,Hutchinson County,-0.93
2643,TX,Irion County,0.98
2644,TX,Jack County,1.27
2645,TX,Jackson County,0.25
2646,TX,Jasper County,0.61
2647,TX,Jeff Davis County,-2.62
2648,TX,Jefferson County,-0.04
2649,TX,Jim Hogg County,-1.13
2650,TX,Jim Wells County,-0.17
2651,TX,Johnson County,3.79
2652,TX,Jones County,0.54
2653,TX,Karnes County,0.49
2654,TX,Kaufman County,7.58
2655,TX,Kendall County,3.10
2656,TX,Kenedy County,-3.11
2657,TX,Kent County,-1.34
2658,TX,Kerr County,0.24
2659,TX,Kimble County,0.50
2660,TX,King County,-7.26
2661,TX,Kinney County,0.54
2662,TX,Kleberg County,-1.01
2663,TX,Knox County,0.55
2664,TX,Lamar County,1.21
2665,TX,Lamb County,-0.59
2666,TX,Lampasas County,2.07
2667,TX,La Salle County,-0.29
2668,TX,Lavaca County,-0.40
2669,TX,Lee County,1.50
2670,TX,Leon County,1.96
2671,TX,Liberty County,5.67
2672,TX,Limestone County,0.39
2673,TX,Lipscomb County,2.11
2674,TX,Live Oak County,0.37
2675,TX,Llano County,1.11
2676,TX,Loving County,-2.27
2677,TX,Lubbock County,1.00
2678,TX,Lynn County,0.40
2679,TX,McCulloch County,-0.21
2680,TX,McLennan County,0.91
2681,TX,McMullen County,-0.18
2682,TX,Madison County,0.74
2683,TX,Marion County,0.22
2684,TX,Martin County,-0.23
2685,TX,Mason County,-1.18
2686,TX,Matagorda County,0.66
2687,TX,Maverick County,0.23
2688,TX,Medina County,2.12
2689,TX,Menard County,-1.06
2690,TX,Midland County,2.96
2691,TX,Milam County,1.28
2692,TX,Mills County,1.11
2693,TX,Mitchell County,1.53
2694,TX,Montague County,2.46
2695,TX,Montgomery County,4.68
2696,TX,Moore County,0.46
2697,TX,Morris County,0.12
2698,TX,Motley County,-1.35
2699,TX,Nacogdoches County,0.59
2700,TX,Navarro County,1.73
2701,TX,Newton County,-0.02
2702,TX,Nolan County,-1.07
2703,TX,Nueces County,0.20
2704,TX,Ochiltree County,0.12
2705,TX,Oldham County,1.25
2706,TX,Orange County,0.79
2707,TX,Palo Pinto County,1.45
2708,TX,Panola County,0.42
2709,TX,Parker County,4.55
2710,TX,Parmer County,-0.33
2711,TX,Pecos County,-0.60
2712,TX,Polk County,1.75
2713,TX,Potter County,-0.23
2714,TX,Presidio County,-2.67
2715,TX,Rains County,1.17
2716,TX,Randall County,1.38
2717,TX,Reagan County,0.64
2718,TX,Real County,0.78
2719,TX,Red River County,0.63
2720,TX,Reeves County,0.67
2721,TX,Refugio County,0.42
2722,TX,Roberts County,3.45
2723,TX,Robertson County,0.80
2724,TX,Rockwall County,6.46
2725,TX,Runnels County,-0.16
2726,TX,Rusk County,1.06
2727,TX,Sabine County,0.65
2728,TX,San Augustine County,-0.34
2729,TX,San Jacinto County,2.10
2730,TX,San Patricio County,0.82
2731,TX,San Saba County,-0.60
2732,TX,Schleicher County,1.36
2733,TX,Scurry County,-0.35
2734,TX,Shackelford County,0.53
2735,TX,Shelby County,0.49
2736,TX,Sherman County,-3.60
2737,TX,Smith County,1.33
2738,TX,Somervell County,0.93
2739,TX,Starr County,0.43
2740,TX,Stephens County,-0.36
2741,TX,Sterling County,-2.03
2742,TX,Stonewall County,0.00
2743,TX,Sutton County,-0.34
2744,TX,Swisher County,-0.06
2745,TX,Tarrant County,1.27
2746,TX,Taylor County,1.16
2747,TX,Terrell County,-0.15
2748,TX,Terry County,0.90
2749,TX,Throckmorton County,-0.84
2750,TX,Titus County,0.38
2751,TX,Tom Green County,0.12
2752,TX,Travis County,0.56
2753,TX,Trinity County,1.68
2754,TX,Tyler County,-0.14
2755,TX,Upshur County,1.95
2756,TX,Upton County,-1.18
2757,TX,Uvalde County,0.28
2758,TX,Val Verde County,0.22
2759,TX,Van Zandt County,1.77
2760,TX,Victoria County,0.65
2761,TX,Walker County,2.00
2762,TX,Waller County,2.75
2763,TX,Ward County,0.16
2764,TX,Washington County,1.76
2765,TX,Webb County,0.57
2766,TX,Wharton County,0.00
2767,TX,Wheeler County,0.36
2768,TX,Wichita County,-0.03
2769,TX,Wilbarger County,-0.10
2770,TX,Willacy County,-1.07
2771,TX,Williamson County,3.71
2772,TX,Wilson County,2.71
2773,TX,Winkler County,1.56
2774,TX,Wise County,4.27
2775,TX,Wood County,2.11
2776,TX,Yoakum County,-0.21
2777,TX,Young County,0.62
2778,TX,Zapata County,-0.74
2779,TX,Zavala County,-0.77
2780,UT,Beaver County,-1.15
2781,UT,Box Elder County,1.89
2782,UT,Cache County,1.60
2783,UT,Carbon County,0.34
2784,UT,Daggett County,-2.27
2785,UT,Davis County,0.90
2786,UT,Duchesne County,1.66
2787,UT,Emery County,0.51
2788,UT,Garfield County,1.07
2789,UT,Grand County,-0.67
2790,UT,Iron County,2.72
2791,UT,Juab County,3.47
2792,UT,Kane County,2.71
2793,UT,Millard County,0.70
2794,UT,Morgan County,1.27
2795,UT,Piute County,3.82
2796,UT,Rich County,0.79
2797,UT,Salt Lake County,-0.06
2798,UT,San Juan County,-0.33
2799,UT,Sanpete County,1.97
2800,UT,Sevier County,1.37
2801,UT,Summit County,-0.66
2802,UT,Tooele County,2.62
2803,UT,Uintah County,1.73
2804,UT,Utah County,2.35
2805,UT,Wasatch County,1.49
2806,UT,Washington County,2.39
2807,UT,Wayne County,-0.76
2808,UT,Weber County,0.92
2809,VT,Addison County,0.44
2810,VT,Bennington County,-0.43
2811,VT,Caledonia County,0.08
2812,VT,Chittenden County,0.07
2813,VT,Essex County,0.22
2814,VT,Franklin County,0.54
2815,VT,Grand Isle County,-0.31
2816,VT,Lamoille County,-0.16
2817,VT,Orange County,0.21
2818,VT,Orleans County,-0.17
2819,VT,Rutland County,-0.14
2820,VT,Washington County,0.04
2821,VT,Windham County,0.15
2822,VT,Windsor County,-0.08
2823,VA,Accomack County,0.05
2824,VA,Albemarle County,0.72
2825,VA,Alleghany County,-0.82
2826,VA,Amelia County,0.84
2827,VA,Amherst County,-0.24
2828,VA,Appomattox County,0.96
2829,VA,Arlington County,0.21
2830,VA,Augusta County,0.40
2831,VA,Bath County,-0.25
2832,VA,Bedford County,0.97
2833,VA,Bland County,0.67
2834,VA,Botetourt County,0.07
2835,VA,Brunswick County,-0.52
2836,VA,Buchanan County,-1.53
2837,VA,Buckingham County,-0.06
2838,VA,Campbell County,0.37
2839,VA,Caroline County,2.19
2840,VA,Carroll County,0.42
2841,VA,Charles City County,0.64
2842,VA,Charlotte County,-0.56
2843,VA,Chesterfield County,1.48
2844,VA,Clarke County,0.88
2845,VA,Craig County,-0.31
2846,VA,Culpeper County,1.26
2847,VA,Cumberland County,1.30
2848,VA,Dickenson County,-0.68
2849,VA,Dinwiddie County,0.87
2850,VA,Essex County,-0.30
2851,VA,Fairfax County,0.23
2852,VA,Fauquier County,0.65
2853,VA,Floyd County,0.36
2854,VA,Fluvanna County,1.23
2855,VA,Franklin County,0.85
2856,VA,Frederick County,1.25
2857,VA,Giles County,0.15
2858,VA,Gloucester County,1.28
2859,VA,Goochland County,3.96
2860,VA,Grayson County,-0.26
2861,VA,Greene County,1.36
2862,VA,Greensville County,-0.63
2863,VA,Halifax County,-0.56
2864,VA,Hanover County,1.14
2865,VA,Henrico County,0.06
2866,VA,Henry County,-0.19
2867,VA,Highland County,1.87
2868,VA,Isle of Wight County,1.44
2869,VA,James City County,1.44
2870,VA,King and Queen County,0.09
2871,VA,King George County,2.33
2872,VA,King William County,2.70
2873,VA,Lancaster County,0.49
2874,VA,Lee County,-0.47
2875,VA,Loudoun County,0.82
2876,VA,Louisa County,2.52
2877,VA,Lunenburg County,0.30
2878,VA,Madison County,0.86
2879,VA,Mathews County,0.76
2880,VA,Mecklenburg County,0.40
2881,VA,Middlesex County,-0.26
2882,VA,Montgomery County,-0.16
2883,VA,Nelson County,-0.28
2884,VA,New Kent County,4.74
2885,VA,Northampton County,0.36
2886,VA,Northumberland County,0.92
2887,VA,Nottoway County,0.07
2888,VA,Orange County,1.36
2889,VA,Page County,-0.15
2890,VA,Patrick County,-0.52
2891,VA,Pittsylvania County,-0.42
2892,VA,Powhatan County,1.65
2893,VA,Prince Edward County,0.68
2894,VA,Prince George County,-0.35
2895,VA,Prince William County,0.54
2896,VA,Pulaski County,-0.08
2897,VA,Rappahannock County,-0.52
2898,VA,Richmond County,0.64
2899,VA,Roanoke County,0.28
2900,VA,Rockbridge County,-0.93
2901,VA,Rockingham County,1.35
2902,VA,Russell County,0.16
2903,VA,Scott County,-0.22
2904,VA,Shenandoah County,0.65
2905,VA,Smyth County,-0.65
2906,VA,Southampton County,0.42
2907,VA,Spotsylvania County,1.88
2908,VA,Stafford County,1.38
2909,VA,Surry County,1.01
2910,VA,Sussex County,1.10
2911,VA,Tazewell County,-1.12
2912,VA,Warren County,1.06
2913,VA,Washington County,0.36
2914,VA,Westmoreland County,1.32
2915,VA,Wise County,-0.43
2916,VA,Wythe County,-0.04
2917,VA,York County,-0.30
2918,VA,Alexandria city,0.12
2919,VA,Bristol city,-0.79
2920,VA,Buena Vista city,-0.05
2921,VA,Charlottesville city,-0.64
2922,VA,Chesapeake city,0.57
2923,VA,Colonial Heights city,0.63
2924,VA,Covington city,-1.56
2925,VA,Danville city,-0.43
2926,VA,Emporia city,-1.27
2927,VA,Fairfax city,1.58
2928,VA,Falls Church city,1.35
2929,VA,Franklin city,0.79
2930,VA,Fredericksburg city,0.98
2931,VA,Galax city,0.22
2932,VA,Hampton city,-0.55
2933,VA,Harrisonburg city,-0.13
2934,VA,Hopewell city,-0.17
2935,VA,Lexington city,0.29
2936,VA,Lynchburg city,0.39
2937,VA,Manassas city,0.05
2938,VA,Manassas Park city,-1.99
2939,VA,Martinsville city,0.48
2940,VA,Newport News city,-0.47
2941,VA,Norfolk city,-0.70
2942,VA,Norton city,-2.70
2943,VA,Petersburg city,-0.46
2944,VA,Poquoson city,0.09
2945,VA,Portsmouth city,-0.17
2946,VA,Radford city,1.51
2947,VA,Richmond city,0.39
2948,VA,Roanoke city,-0.50
2949,VA,Salem city,-0.39
2950,VA,Staunton city,-0.10
2951,VA,Suffolk city,2.27
2952,VA,Virginia Beach city,-0.31
2953,VA,Waynesboro city,1.68
2954,VA,Williamsburg city,1.03
2955,VA,Winchester city,-0.88
2956,WA,Adams County,-0.37
2957,WA,Asotin County,0.06
2958,WA,Benton County,1.12
2959,WA,Chelan County,-0.05
2960,WA,Clallam County,-0.09
2961,WA,Clark County,0.85
2962,WA,Columbia County,0.67
2963,WA,Cowlitz County,0.71
2964,WA,Douglas County,1.30
2965,WA,Ferry County,0.39
2966,WA,Franklin County,0.46
2967,WA,Garfield County,0.25
2968,WA,Grant County,1.08
2969,WA,Grays Harbor County,0.32
2970,WA,Island County,-0.48
2971,WA,Jefferson County,0.43
2972,WA,King County,0.27
2973,WA,Kitsap County,-0.06
2974,WA,Kittitas County,0.86
2975,WA,Klickitat County,1.23
2976,WA,Lewis County,0.93
2977,WA,Lincoln County,1.08
2978,WA,Mason County,0.32
2979,WA,Okanogan County,0.58
2980,WA,Pacific County,0.44
2981,WA,Pend Oreille County,1.58
2982,WA,Pierce County,0.24
2983,WA,San Juan County,-0.57
2984,WA,Skagit County,0.07
2985,WA,Skamania County,1.49
2986,WA,Snohomish County,0.51
2987,WA,Spokane County,0.31
2988,WA,Stevens County,1.15
2989,WA,Thurston County,0.12
2990,WA,Wahkiakum County,1.64
2991,WA,Walla Walla County,-0.46
2992,WA,Whatcom County,0.57
2993,WA,Whitman County,0.91
2994,WA,Yakima County,-0.15
2995,WV,Barbour County,-0.08
2996,WV,Berkeley County,2.37
2997,WV,Boone County,-1.58
2998,WV,Braxton County,-0.07
2999,WV,Brooke County,-1.48
3000,WV,Cabell County,-0.44
3001,WV,Calhoun County,-1.81
3002,WV,Clay County,-0.73
3003,WV,Doddridge County,-0.41
3004,WV,Fayette County,-0.80
3005,WV,Gilmer County,-1.04
3006,WV,Grant County,-0.16
3007,WV,Greenbrier County,-0.70
3008,WV,Hampshire County,0.82
3009,WV,Hancock County,-0.39
3010,WV,Hardy County,0.59
3011,WV,Harrison County,-0.17
3012,WV,Jackson County,-0.27
3013,WV,Jefferson County,1.33
3014,WV,Kanawha County,-0.60
3015,WV,Lewis County,-1.04
3016,WV,Lincoln County,-0.76
3017,WV,Logan County,-1.21
3018,WV,McDowell County,-2.06
3019,WV,Marion County,0.04
3020,WV,Marshall County,-0.88
3021,WV,Mason County,-0.59
3022,WV,Mercer County,-0.95
3023,WV,Mineral County,-0.13
3024,WV,Mingo County,-1.88
3025,WV,Monongalia County,0.69
3026,WV,Monroe County,0.49
3027,WV,Morgan County,1.23
3028,WV,Nicholas County,-0.58
3029,WV,Ohio County,-0.65
3030,WV,Pendleton County,-0.63
3031,WV,Pleasants County,-1.88
3032,WV,Pocahontas County,-0.41
3033,WV,Preston County,-0.36
3034,WV,Putnam County,-0.18
3035,WV,Raleigh County,-0.61
3036,WV,Randolph County,-0.73
3037,WV,Ritchie County,-0.77
3038,WV,Roane County,-0.65
3039,WV,Summers County,-1.03
3040,WV,Taylor County,-0.13
3041,WV,Tucker County,-0.24
3042,WV,Tyler County,-2.11
3043,WV,Upshur County,-0.74
3044,WV,Wayne County,-0.77
3045,WV,Webster County,-1.18
3046,WV,Wetzel County,-0.74
3047,WV,Wirt County,-1.81
3048,WV,Wood County,-0.40
3049,WV,Wyoming County,-1.43
3050,WI,Adams County,0.93
3051,WI,Ashland County,0.24
3052,WI,Barron County,0.25
3053,WI,Bayfield County,0.66
3054,WI,Brown County,0.50
3055,WI,Buffalo County,0.22
3056,WI,Burnett County,0.61
3057,WI,Calumet County,0.92
3058,WI,Chippewa County,0.33
3059,WI,Clark County,0.12
3060,WI,Columbia County,-0.24
3061,WI,Crawford County,-0.44
3062,WI,Dane County,1.34
3063,WI,Dodge County,-0.16
3064,WI,Door County,0.04
3065,WI,Douglas County,0.09
3066,WI,Dunn County,0.38
3067,WI,Eau Claire County,1.05
3068,WI,Florence County,-0.51
3069,WI,Fond du Lac County,0.13
3070,WI,Forest County,-0.08
3071,WI,Grant County,0.18
3072,WI,Green County,0.18
3073,WI,Green Lake County,0.71
3074,WI,Iowa County,-0.01
3075,WI,Iron County,0.47
3076,WI,Jackson County,-0.18
3077,WI,Jefferson County,0.02
3078,WI,Juneau County,-0.68
3079,WI,Kenosha County,-0.09
3080,WI,Kewaunee County,0.18
3081,WI,La Crosse County,0.19
3082,WI,Lafayette County,0.23
3083,WI,Langlade County,-0.50
3084,WI,Lincoln County,0.18
3085,WI,Manitowoc County,0.16
3086,WI,Marathon County,0.48
3087,WI,Marinette County,0.33
3088,WI,Marquette County,0.39
3089,WI,Menominee County,0.48
3090,WI,Milwaukee County,-0.20
3091,WI,Monroe County,0.56
3092,WI,Oconto County,0.20
3093,WI,Oneida County,0.09
3094,WI,Outagamie County,0.50
3095,WI,Ozaukee County,0.47
3096,WI,Pepin County,0.85
3097,WI,Pierce County,1.11
3098,WI,Polk County,0.47
3099,WI,Portage County,0.55
3100,WI,Price County,-0.40
3101,WI,Racine County,0.33
3102,WI,Richland County,0.40
3103,WI,Rock County,0.27
3104,WI,Rusk County,0.31
3105,WI,St. Croix County,0.83
3106,WI,Sauk County,0.23
3107,WI,Sawyer County,0.17
3108,WI,Shawano County,0.30
3109,WI,Sheboygan County,0.08
3110,WI,Taylor County,0.59
3111,WI,Trempealeau County,0.03
3112,WI,Vernon County,0.34
3113,WI,Vilas County,0.60
3114,WI,Walworth County,0.15
3115,WI,Washburn County,0.35
3116,WI,Washington County,0.30
3117,WI,Waukesha County,0.56
3118,WI,Waupaca County,-0.24
3119,WI,Waushara County,0.03
3120,WI,Winnebago County,0.61
3121,WI,Wood County,0.22
3122,WY,Albany County,0.21
3123,WY,Big Horn County,1.17
3124,WY,Campbell County,0.93
3125,WY,Carbon County,-1.40
3126,WY,Converse County,0.32
3127,WY,Crook County,2.33
3128,WY,Fremont County,0.63
3129,WY,Goshen County,0.05
3130,WY,Hot Springs County,0.82
3131,WY,Johnson County,0.46
3132,WY,Laramie County,0.20
3133,WY,Lincoln County,1.01
3134,WY,Natrona County,0.53
3135,WY,Niobrara County,0.26
3136,WY,Park County,0.75
3137,WY,Platte County,-1.23
3138,WY,Sheridan County,1.51
3139,WY,Sublette County,2.48
3140,WY,Sweetwater County,-0.30
3141,WY,Teton County,-0.28
3142,WY,Uinta County,0.09
3143,WY,Washakie County,-0.18
3144,WY,Weston County,-0.73
