,state_abv,county,pct_diff
888,IA,Woodbury County,0.37
889,IA,Worth County,-0.19
890,IA,Wright County,-0.31
891,KS,Allen County,-0.62
892,KS,Anderson County,0.51
893,KS,Atchison County,-0.23
894,KS,Barber County,-1.29
895,KS,Barton County,-0.63
896,KS,Bourbon County,-0.24
897,KS,Brown County,-1.31
898,KS,Butler County,0.50
899,KS,Chase County,0.43
900,KS,Chautauqua County,-1.18
901,KS,Cherokee County,0.15
902,KS,Cheyenne County,0.69
903,KS,Clark County,-4.74
904,KS,Clay County,-0.42
905,KS,Cloud County,-0.90
906,KS,Coffey County,-0.01
907,KS,Comanche County,-2.07
908,KS,Cowley County,-0.77
909,KS,Crawford County,-0.97
910,KS,Decatur County,0.86
911,KS,Dickinson County,0.49
912,KS,Doniphan County,0.24
913,KS,Douglas County,0.45
914,KS,Edwards County,-0.98
915,KS,Elk County,0.78
916,KS,Ellis County,-0.10
917,KS,Ellsworth County,-0.41
918,KS,Finney County,-0.46
919,KS,Ford County,0.17
920,KS,Franklin County,0.64
921,KS,Geary County,-1.36
922,KS,Gove County,-0.26
923,KS,Graham County,-0.88
924,KS,Grant County,-1.42
925,KS,Gray County,0.56
926,KS,Greeley County,-4.14
927,KS,Greenwood County,-0.64
928,KS,Hamilton County,-0.61
929,KS,Harper County,0.65
930,KS,Harvey County,-0.50
931,KS,Haskell County,0.97
932,KS,Hodgeman County,-2.47
933,KS,Jackson County,0.57
934,KS,Jefferson County,-0.15
935,KS,Jewell County,-1.32
936,KS,Johnson County,0.51
937,KS,Kearny County,-1.09
938,KS,Kingman County,-1.51
939,KS,Kiowa County,-1.29
940,KS,Labette County,0.13
941,KS,Lane County,-0.97
942,KS,Leavenworth County,0.72
943,KS,Lincoln County,0.31
944,KS,Linn County,0.85
945,KS,Logan County,-1.41
946,KS,Lyon County,0.44
947,KS,McPherson County,0.09
948,KS,Marion County,-0.79
949,KS,Marshall County,-0.59
950,KS,Meade County,-0.05
951,KS,Miami County,1.52
952,KS,Mitchell County,-0.19
953,KS,Montgomery County,-0.92
954,KS,Morris County,-1.22
955,KS,Morton County,-0.81
956,KS,Nemaha County,-0.49
957,KS,Neosho County,-1.05
958,KS,Ness County,-1.47
959,KS,Norton County,0.09
960,KS,Osage County,0.76
961,KS,Osborne County,-1.55
962,KS,Ottawa County,0.21
963,KS,Pawnee County,-1.00
964,KS,Phillips County,-0.46
965,KS,Pottawatomie County,0.34
966,KS,Pratt County,0.10
967,KS,Rawlins County,-2.38
968,KS,Reno County,-0.09
969,KS,Republic County,-0.56
970,KS,Rice County,-1.17
971,KS,Riley County,-0.22
972,KS,Rooks County,-0.67
973,KS,Rush County,-3.77
974,KS,Russell County,-0.15
975,KS,Saline County,-0.55
976,KS,Scott County,-1.70
977,KS,Sedgwick County,0.59
978,KS,Seward County,-1.30
979,KS,Shawnee County,0.12
980,KS,Sheridan County,-0.66
981,KS,Sherman County,-0.54
982,KS,Smith County,0.50
983,KS,Stafford County,-1.56
984,KS,Stanton County,-3.36
985,KS,Stevens County,-1.72
986,KS,Sumner County,-0.11
987,KS,Thomas County,-0.54
988,KS,Trego County,-0.55
989,KS,Wabaunsee County,0.68
990,KS,Wallace County,1.07
991,KS,Washington County,0.20
992,KS,Wichita County,0.19
993,KS,Wilson County,-2.01
994,KS,Woodson County,-0.06
995,KS,Wyandotte County,-0.21
996,KY,Adair County,0.87
997,KY,Allen County,2.37
998,KY,Anderson County,1.40
999,KY,Ballard County,-0.79
1000,KY,Barren County,0.30
1001,KY,Bath County,1.15
1002,KY,Bell County,-1.25
1003,KY,Boone County,1.04
1004,KY,Bourbon County,0.12
1005,KY,Boyd County,-0.48
1006,KY,Boyle County,0.44
1007,KY,Bracken County,-0.11
1008,KY,Breathitt County,-3.03
1009,KY,Breckinridge County,0.78
1010,KY,Bullitt County,1.30
1011,KY,Butler County,0.08
1012,KY,Caldwell County,-0.45
1013,KY,Calloway County,0.49
1014,KY,Campbell County,0.46
1015,KY,Carlisle County,-0.32
1016,KY,Carroll County,0.44
1017,KY,Carter County,0.09
1018,KY,Casey County,0.04
1019,KY,Christian County,-0.35
1020,KY,Clark County,0.84
1021,KY,Clay County,-1.14
1022,KY,Clinton County,0.10
1023,KY,Crittenden County,-0.19
1024,KY,Cumberland County,0.52
1025,KY,Daviess County,0.26
1026,KY,Edmonson County,1.19
1027,KY,Elliott County,-0.64
1028,KY,Estill County,-0.63
1029,KY,Fayette County,-0.04
1030,KY,Fleming County,1.07
1031,KY,Floyd County,-1.42
1032,KY,Franklin County,0.19
1033,KY,Fulton County,-0.52
1034,KY,Gallatin County,0.22
1035,KY,Garrard County,1.50
1036,KY,Grant County,0.57
1037,KY,Graves County,-0.09
1038,KY,Grayson County,0.68
1039,KY,Green County,0.67
1040,KY,Greenup County,-0.44
1041,KY,Hancock County,-1.19
1042,KY,Hardin County,0.47
1043,KY,Harlan County,-1.28
1044,KY,Harrison County,1.62
1045,KY,Hart County,0.66
1046,KY,Henderson County,0.20
1047,KY,Henry County,1.35
1048,KY,Hickman County,0.29
1049,KY,Hopkins County,0.01
1050,KY,Jackson County,0.89
1051,KY,Jefferson County,-0.12
1052,KY,Jessamine County,1.44
1053,KY,Johnson County,-0.54
1054,KY,Kenton County,0.61
1055,KY,Knott County,-1.36
1056,KY,Knox County,0.07
1057,KY,Larue County,1.01
1058,KY,Laurel County,0.66
1059,KY,Lawrence County,-0.60
1060,KY,Lee County,0.27
1061,KY,Leslie County,-1.84
1062,KY,Letcher County,-1.94
1063,KY,Lewis County,0.28
1064,KY,Lincoln County,1.46
1065,KY,Livingston County,-0.85
1066,KY,Logan County,1.53
1067,KY,Lyon County,0.97
1068,KY,McCracken County,0.09
1069,KY,McCreary County,1.59
1070,KY,McLean County,-0.58
1071,KY,Madison County,1.66
1072,KY,Magoffin County,-1.06
1073,KY,Marion County,0.44
1074,KY,Marshall County,-0.14
1075,KY,Martin County,-1.51
1076,KY,Mason County,-0.37
1077,KY,Meade County,0.40
1078,KY,Menifee County,0.80
1079,KY,Mercer County,0.86
1080,KY,Metcalfe County,0.71
1081,KY,Monroe County,-0.41
1082,KY,Montgomery County,0.60
1083,KY,Morgan County,0.97
1084,KY,Muhlenberg County,-0.42
1085,KY,Nelson County,0.78
1086,KY,Nicholas County,-1.28
1087,KY,Ohio County,0.55
1088,KY,Oldham County,1.06
1089,KY,Owen County,0.17
1090,KY,Owsley County,1.09
1091,KY,Pendleton County,0.73
1092,KY,Perry County,-0.86
1093,KY,Pike County,-0.61
1094,KY,Powell County,-0.53
1095,KY,Pulaski County,0.64
1096,KY,Robertson County,2.94
1097,KY,Rockcastle County,-0.22
1098,KY,Rowan County,0.15
1099,KY,Russell County,0.52
1100,KY,Scott County,1.85
1101,KY,Shelby County,1.38
1102,KY,Simpson County,1.24
1103,KY,Spencer County,1.58
1104,KY,Taylor County,0.18
1105,KY,Todd County,0.81
1106,KY,Trigg County,0.15
1107,KY,Trimble County,0.94
1108,KY,Union County,0.02
1109,KY,Warren County,1.56
1110,KY,Washington County,1.72
1111,KY,Wayne County,-0.28
1112,KY,Webster County,-0.10
1113,KY,Whitley County,-0.22
1114,KY,Wolfe County,-2.09
1115,KY,Woodford County,0.79
1116,LA,Acadia Parish,-0.42
1117,LA,Allen Parish,-0.79
1118,LA,Ascension Parish,0.88
1119,LA,Assumption Parish,-1.48
1120,LA,Avoyelles Parish,-0.79
1121,LA,Beauregard Parish,0.55
1122,LA,Bienville Parish,-1.95
1123,LA,Bossier Parish,0.50
1124,LA,Caddo Parish,-1.11
1125,LA,Calcasieu Parish,0.73
1126,LA,Caldwell Parish,-1.10
1127,LA,Cameron Parish,-2.61
1128,LA,Catahoula Parish,-2.21
1129,LA,Claiborne Parish,-1.29
1130,LA,Concordia Parish,-1.88
1131,LA,De Soto Parish,0.96
1132,LA,East Baton Rouge Parish,-0.36
1133,LA,East Carroll Parish,-1.59
1134,LA,East Feliciana Parish,0.11
1135,LA,Evangeline Parish,-0.87
1136,LA,Franklin Parish,-0.38
1137,LA,Grant Parish,-0.59
1138,LA,Iberia Parish,-0.97
1139,LA,Iberville Parish,0.01
1140,LA,Jackson Parish,-0.47
1141,LA,Jefferson Parish,-1.00
1142,LA,Jefferson Davis Parish,-1.18
1143,LA,Lafayette Parish,0.82
1144,LA,Lafourche Parish,-0.73
1145,LA,LaSalle Parish,-0.14
1146,LA,Lincoln Parish,-0.04
1147,LA,Livingston Parish,1.41
1148,LA,Madison Parish,-2.47
1149,LA,Morehouse Parish,-1.88
1150,LA,Natchitoches Parish,-0.97
1151,LA,Orleans Parish,-1.56
1152,LA,Ouachita Parish,-0.09
1153,LA,Plaquemines Parish,-1.03
1154,LA,Pointe Coupee Parish,-1.05
1155,LA,Rapides Parish,-0.60
1156,LA,Red River Parish,-1.46
1157,LA,Richland Parish,-0.36
1158,LA,Sabine Parish,-0.31
1159,LA,St. Bernard Parish,0.10
1160,LA,St. Charles Parish,-0.86
1161,LA,St. Helena Parish,-0.14
1162,LA,St. James Parish,-1.02
1163,LA,St. John the Baptist Parish,-0.91
1164,LA,St. Landry Parish,-0.26
1165,LA,St. Martin Parish,-0.37
1166,LA,St. Mary Parish,-1.60
1167,LA,St. Tammany Parish,0.86
1168,LA,Tangipahoa Parish,0.92
1169,LA,Tensas Parish,-1.31
1170,LA,Terrebonne Parish,-0.97
1171,LA,Union Parish,-0.38
1172,LA,Vermilion Parish,0.07
1173,LA,Vernon Parish,-1.32
1174,LA,Washington Parish,-0.28
1175,LA,Webster Parish,-0.81
1176,LA,West Baton Rouge Parish,0.83
1177,LA,West Carroll Parish,-1.67
1178,LA,West Feliciana Parish,-0.16
1179,LA,Winn Parish,-0.26
1180,ME,Androscoggin County,0.48
1181,ME,Aroostook County,0.04
1182,ME,Cumberland County,0.45
1183,ME,Franklin County,0.76
1184,ME,Hancock County,-0.04
1185,ME,Kennebec County,0.57
1186,ME,Knox County,-0.49
1187,ME,Lincoln County,0.61
1188,ME,Oxford County,0.75
1189,ME,Penobscot County,0.38
1190,ME,Piscataquis County,0.48
1191,ME,Sagadahoc County,0.38
1192,ME,Somerset County,0.36
1193,ME,Waldo County,0.91
1194,ME,Washington County,0.09
1195,ME,York County,0.75
1196,MD,Allegany County,0.01
1197,MD,Anne Arundel County,0.21
1198,MD,Baltimore County,-0.15
1199,MD,Calvert County,0.18
1200,MD,Caroline County,0.50
1201,MD,Carroll County,0.67
1202,MD,Cecil County,0.76
1203,MD,Charles County,1.09
1204,MD,Dorchester County,0.91
1205,MD,Frederick County,2.03
1206,MD,Garrett County,-0.58
1207,MD,Harford County,0.31
1208,MD,Howard County,0.19
1209,MD,Kent County,0.04
1210,MD,Montgomery County,0.51
1211,MD,Prince George's County,0.05
1212,MD,Queen Anne's County,1.52
1213,MD,St. Mary's County,0.43
1214,MD,Somerset County,1.23
1215,MD,Talbot County,0.02
1216,MD,Washington County,0.36
1217,MD,Wicomico County,0.30
1218,MD,Worcester County,0.44
1219,MD,Baltimore city,-0.68
1220,MA,Barnstable County,-0.15
1221,MA,Berkshire County,-0.57
1222,MA,Bristol County,0.36
1223,MA,Dukes County,-0.68
1224,MA,Essex County,0.45
1225,MA,Franklin County,-0.22
1226,MA,Hampden County,-0.10
1227,MA,Hampshire County,-0.01
1228,MA,Middlesex County,0.44
1229,MA,Nantucket County,0.01
1230,MA,Norfolk County,0.28
1231,MA,Plymouth County,0.39
1232,MA,Suffolk County,-0.05
1233,MA,Worcester County,0.46
1234,MI,Alcona County,0.88
1235,MI,Alger County,-0.18
1236,MI,Allegan County,0.54
1237,MI,Alpena County,0.25
1238,MI,Antrim County,0.59
1239,MI,Arenac County,0.15
1240,MI,Baraga County,0.33
1241,MI,Barry County,0.64
1242,MI,Bay County,-0.13
1243,MI,Benzie County,0.62
1244,MI,Berrien County,-0.38
1245,MI,Branch County,1.60
1246,MI,Calhoun County,-0.04
1247,MI,Cass County,0.32
1248,MI,Charlevoix County,-0.05
1249,MI,Cheboygan County,0.32
1250,MI,Chippewa County,0.16
1251,MI,Clare County,0.03
1252,MI,Clinton County,0.09
1253,MI,Crawford County,0.77
1254,MI,Delta County,0.02
1255,MI,Dickinson County,0.15
1256,MI,Eaton County,-0.03
1257,MI,Emmet County,-0.27
1258,MI,Genesee County,-0.10
1259,MI,Gladwin County,0.91
1260,MI,Gogebic County,-1.06
1261,MI,Grand Traverse County,0.13
1262,MI,Gratiot County,0.64
1263,MI,Hillsdale County,-0.32
1264,MI,Houghton County,1.18
1265,MI,Huron County,-0.70
1266,MI,Ingham County,0.41
1267,MI,Ionia County,-0.86
1268,MI,Iosco County,-0.39
1269,MI,Iron County,0.30
1270,MI,Isabella County,-0.39
1271,MI,Jackson County,-0.21
1272,MI,Kalamazoo County,0.51
1273,MI,Kalkaska County,1.35
1274,MI,Kent County,0.37
1275,MI,Keweenaw County,0.79
1276,MI,Lake County,0.66
1277,MI,Lapeer County,0.39
1278,MI,Leelanau County,0.59
1279,MI,Lenawee County,-0.77
1280,MI,Livingston County,0.32
1281,MI,Luce County,2.57
1282,MI,Mackinac County,-1.01
1283,MI,Macomb County,0.10
1284,MI,Manistee County,0.78
1285,MI,Marquette County,0.68
1286,MI,Mason County,-0.54
1287,MI,Mecosta County,0.78
1288,MI,Menominee County,-1.21
1289,MI,Midland County,0.33
1290,MI,Missaukee County,0.52
1291,MI,Monroe County,-0.12
1292,MI,Montcalm County,1.41
1293,MI,Montmorency County,1.27
1294,MI,Muskegon County,0.58
1295,MI,Newaygo County,0.75
1296,MI,Oakland County,-0.05
1297,MI,Oceana County,0.23
1298,MI,Ogemaw County,0.34
1299,MI,Ontonagon County,-0.25
1300,MI,Osceola County,0.22
1301,MI,Oscoda County,1.84
1302,MI,Otsego County,0.73
1303,MI,Ottawa County,0.82
1304,MI,Presque Isle County,-0.43
1305,MI,Roscommon County,0.76
1306,MI,Saginaw County,-0.31
1307,MI,St. Clair County,0.13
1308,MI,St. Joseph County,0.16
1309,MI,Sanilac County,-0.28
1310,MI,Schoolcraft County,-0.31
1311,MI,Shiawassee County,0.09
1312,MI,Tuscola County,-0.15
1313,MI,Van Buren County,0.17
1314,MI,Washtenaw County,-0.26
1315,MI,Wayne County,-0.44
1316,MI,Wexford County,0.31
1317,MN,Aitkin County,-0.25
1318,MN,Anoka County,0.90
1319,MN,Becker County,-0.23
1320,MN,Beltrami County,0.45
1321,MN,Benton County,0.22
1322,MN,Big Stone County,-0.85
1323,MN,Blue Earth County,0.58
1324,MN,Brown County,-0.52
1325,MN,Carlton County,0.77
1326,MN,Carver County,0.85
1327,MN,Cass County,0.44
1328,MN,Chippewa County,-0.79
1329,MN,Chisago County,1.10
1330,MN,Clay County,0.60
1331,MN,Clearwater County,0.07
1332,MN,Cook County,-1.43
1333,MN,Cottonwood County,-0.55
1334,MN,Crow Wing County,0.62
1335,MN,Dakota County,0.94
1336,MN,Dodge County,0.46
1337,MN,Douglas County,0.68
1338,MN,Faribault County,-0.41
1339,MN,Fillmore County,0.32
1340,MN,Freeborn County,-0.55
1341,MN,Goodhue County,-0.01
1342,MN,Grant County,0.29
1343,MN,Hennepin County,0.13
1344,MN,Houston County,-0.77
1345,MN,Hubbard County,0.77
1346,MN,Isanti County,1.10
1347,MN,Itasca County,0.38
1348,MN,Jackson County,0.21
1349,MN,Kanabec County,0.93
1350,MN,Kandiyohi County,0.10
1351,MN,Kittson County,-0.64
1352,MN,Koochiching County,-0.82
1353,MN,Lac qui Parle County,-0.39
1354,MN,Lake County,-0.52
1355,MN,Lake of the Woods County,-2.78
1356,MN,Le Sueur County,0.45
1357,MN,Lincoln County,-0.99
1358,MN,Lyon County,-0.02
1359,MN,McLeod County,0.14
1360,MN,Mahnomen County,-1.11
1361,MN,Marshall County,-0.89
1362,MN,Martin County,0.01
1363,MN,Meeker County,-0.15
1364,MN,Mille Lacs County,0.48
1365,MN,Morrison County,0.04
1366,MN,Mower County,0.02
1367,MN,Murray County,0.11
1368,MN,Nicollet County,-0.29
1369,MN,Nobles County,-1.05
1370,MN,Norman County,-0.66
1371,MN,Olmsted County,0.46
1372,MN,Otter Tail County,0.14
1373,MN,Pennington County,-0.74
1374,MN,Pine County,2.25
1375,MN,Pipestone County,-0.88
1376,MN,Polk County,-1.02
1377,MN,Pope County,-0.18
1378,MN,Ramsey County,-0.23
1379,MN,Red Lake County,0.77
1380,MN,Redwood County,-0.46
1381,MN,Renville County,-0.86
1382,MN,Rice County,0.63
1383,MN,Rock County,-0.03
1384,MN,Roseau County,-0.53
1385,MN,St. Louis County,0.48
1386,MN,Scott County,0.90
1387,MN,Sherburne County,1.66
1388,MN,Sibley County,1.05
1389,MN,Stearns County,0.46
1390,MN,Steele County,-0.02
1391,MN,Stevens County,1.18
1392,MN,Swift County,-0.53
1393,MN,Todd County,0.52
1394,MN,Traverse County,-3.27
1395,MN,Wabasha County,0.14
1396,MN,Wadena County,0.04
1397,MN,Waseca County,0.35
1398,MN,Washington County,1.00
1399,MN,Watonwan County,-0.26
1400,MN,Wilkin County,-0.82
1401,MN,Winona County,0.51
1402,MN,Wright County,2.05
1403,MN,Yellow Medicine County,-0.18
1404,MS,Adams County,0.80
1405,MS,Alcorn County,-0.04
1406,MS,Amite County,-0.93
1407,MS,Attala County,-0.98
1408,MS,Benton County,-1.56
1409,MS,Bolivar County,-1.67
1410,MS,Calhoun County,-1.25
1411,MS,Carroll County,-2.06
1412,MS,Chickasaw County,0.02
1413,MS,Choctaw County,-0.09
1414,MS,Claiborne County,-1.80
1415,MS,Clarke County,0.16
1416,MS,Clay County,-0.57
1417,MS,Coahoma County,-0.78
1418,MS,Copiah County,-0.17
1419,MS,Covington County,-0.46
1420,MS,DeSoto County,1.10
1421,MS,Forrest County,0.30
1422,MS,Franklin County,-0.01
1423,MS,George County,1.67
1424,MS,Greene County,0.26
1425,MS,Grenada County,-0.33
1426,MS,Hancock County,0.33
1427,MS,Harrison County,0.08
1428,MS,Hinds County,-1.23
1429,MS,Holmes County,-2.07
1430,MS,Humphreys County,-1.88
1431,MS,Issaquena County,-0.48
1432,MS,Itawamba County,0.51
1433,MS,Jackson County,0.98
1434,MS,Jasper County,-0.40
1435,MS,Jefferson County,-1.78
1436,MS,Jefferson Davis County,-0.99
1437,MS,Jones County,-0.29
1438,MS,Kemper County,-0.99
1439,MS,Lafayette County,1.28
1440,MS,Lamar County,0.72
1441,MS,Lauderdale County,-0.86
1442,MS,Lawrence County,-0.17
1443,MS,Leake County,0.26
1444,MS,Lee County,-0.03
1445,MS,Leflore County,-1.07
1446,MS,Lincoln County,-0.18
1447,MS,Lowndes County,-0.67
1448,MS,Madison County,1.11
1449,MS,Marion County,0.24
1450,MS,Marshall County,0.64
1451,MS,Monroe County,0.12
1452,MS,Montgomery County,0.39
1453,MS,Neshoba County,-0.05
1454,MS,Newton County,-0.02
1455,MS,Noxubee County,-0.86
1456,MS,Oktibbeha County,-0.35
1457,MS,Panola County,0.24
1458,MS,Pearl River County,1.39
1459,MS,Perry County,-0.73
1460,MS,Pike County,-0.74
1461,MS,Pontotoc County,0.54
1462,MS,Prentiss County,0.98
1463,MS,Quitman County,-2.26
1464,MS,Rankin County,0.91
1465,MS,Scott County,-0.19
1466,MS,Sharkey County,-3.64
1467,MS,Simpson County,0.36
1468,MS,Smith County,0.12
1469,MS,Stone County,0.62
1470,MS,Sunflower County,-1.49
1471,MS,Tallahatchie County,-1.91
1472,MS,Tate County,0.01
1473,MS,Tippah County,-0.70
1474,MS,Tishomingo County,-0.61
1475,MS,Tunica County,-1.84
1476,MS,Union County,0.54
1477,MS,Walthall County,0.28
1478,MS,Warren County,-0.79
1479,MS,Washington County,-1.36
1480,MS,Wayne County,0.61
1481,MS,Webster County,0.44
1482,MS,Wilkinson County,-1.77
1483,MS,Winston County,-0.50
1484,MS,Yalobusha County,-0.22
1485,MS,Yazoo County,-0.37
1486,MO,Adair County,-0.12
1487,MO,Andrew County,0.62
1488,MO,Atchison County,-1.05
1489,MO,Audrain County,-0.36
1490,MO,Barry County,0.92
1491,MO,Barton County,0.31
1492,MO,Bates County,0.45
1493,MO,Benton County,1.58
1494,MO,Bollinger County,0.12
1495,MO,Boone County,0.93
1496,MO,Buchanan County,0.08
1497,MO,Butler County,-0.52
1498,MO,Caldwell County,0.18
1499,MO,Callaway County,0.02
1500,MO,Camden County,0.65
1501,MO,Cape Girardeau County,0.06
1502,MO,Carroll County,-0.34
1503,MO,Carter County,0.93
1504,MO,Cass County,1.25
1505,MO,Cedar County,0.49
1506,MO,Chariton County,0.05
1507,MO,Christian County,1.40
1508,MO,Clark County,-1.10
1509,MO,Clay County,1.11
1510,MO,Clinton County,1.15
1511,MO,Cole County,0.42
1512,MO,Cooper County,1.10
1513,MO,Crawford County,0.26
1514,MO,Dade County,0.67
1515,MO,Dallas County,1.03
1516,MO,Daviess County,1.11
1517,MO,DeKalb County,-12.48
1518,MO,Dent County,1.10
1519,MO,Douglas County,2.06
1520,MO,Dunklin County,-1.38
1521,MO,Franklin County,0.58
1522,MO,Gasconade County,-0.45
1523,MO,Gentry County,0.21
1524,MO,Greene County,0.47
1525,MO,Grundy County,-0.29
1526,MO,Harrison County,0.04
1527,MO,Henry County,0.29
1528,MO,Hickory County,1.67
1529,MO,Holt County,-0.14
1530,MO,Howard County,-0.77
1531,MO,Howell County,0.28
1532,MO,Iron County,0.29
1533,MO,Jackson County,0.33
1534,MO,Jasper County,0.84
1535,MO,Jefferson County,0.88
1536,MO,Johnson County,0.94
1537,MO,Knox County,-1.43
1538,MO,Laclede County,0.92
1539,MO,Lafayette County,0.69
1540,MO,Lawrence County,0.47
1541,MO,Lewis County,-0.69
1542,MO,Lincoln County,2.40
1543,MO,Linn County,-0.30
1544,MO,Livingston County,1.55
1545,MO,McDonald County,1.31
1546,MO,Macon County,0.56
1547,MO,Madison County,-0.46
1548,MO,Maries County,-0.02
1549,MO,Marion County,-0.54
1550,MO,Mercer County,0.09
1551,MO,Miller County,0.74
1552,MO,Mississippi County,1.35
1553,MO,Moniteau County,-0.03
1554,MO,Monroe County,0.73
1555,MO,Montgomery County,-0.17
1556,MO,Morgan County,0.84
1557,MO,New Madrid County,-1.82
1558,MO,Newton County,0.97
1559,MO,Nodaway County,-0.10
1560,MO,Oregon County,0.20
1561,MO,Osage County,0.52
1562,MO,Ozark County,0.18
1563,MO,Pemiscot County,-1.70
1564,MO,Perry County,0.38
1565,MO,Pettis County,0.31
1566,MO,Phelps County,0.02
1567,MO,Pike County,1.65
1568,MO,Platte County,1.24
1569,MO,Polk County,0.37
1570,MO,Pulaski County,0.00
1571,MO,Putnam County,-0.51
1572,MO,Ralls County,0.76
1573,MO,Randolph County,-2.10
1574,MO,Ray County,0.26
1575,MO,Reynolds County,-0.77
1576,MO,Ripley County,0.86
1577,MO,St. Charles County,0.69
1578,MO,St. Clair County,1.64
1579,MO,Ste. Genevieve County,0.16
1580,MO,St. Francois County,0.23
1581,MO,St. Louis County,-0.38
1582,MO,Saline County,0.20
1583,MO,Schuyler County,1.33
1584,MO,Scotland County,0.62
1585,MO,Scott County,0.06
1586,MO,Shannon County,0.30
1587,MO,Shelby County,-1.08
1588,MO,Stoddard County,0.02
1589,MO,Stone County,1.63
1590,MO,Sullivan County,-0.33
1591,MO,Taney County,0.05
1592,MO,Texas County,1.24
1593,MO,Vernon County,0.57
1594,MO,Warren County,1.38
1595,MO,Washington County,0.61
1596,MO,Wayne County,-0.06
1597,MO,Webster County,2.74
1598,MO,Worth County,-1.70
1599,MO,Wright County,1.36
1600,MO,St. Louis city,-1.55
1601,MT,Beaverhead County,1.42
1602,MT,Big Horn County,-0.58
1603,MT,Blaine County,-1.05
1604,MT,Broadwater County,3.36
1605,MT,Carbon County,1.63
1606,MT,Carter County,1.07
1607,MT,Cascade County,-0.12
1608,MT,Chouteau County,-1.03
1609,MT,Custer County,-0.13
1610,MT,Daniels County,-0.73
1611,MT,Dawson County,0.03
1612,MT,Deer Lodge County,1.35
1613,MT,Fallon County,-1.84
1614,MT,Fergus County,0.86
1615,MT,Flathead County,1.60
1616,MT,Gallatin County,1.18
1617,MT,Garfield County,-0.57
1618,MT,Glacier County,-0.30
1619,MT,Golden Valley County,1.09
1620,MT,Granite County,2.80
1621,MT,Hill County,0.98
1622,MT,Jefferson County,1.69
1623,MT,Judith Basin County,0.67
1624,MT,Lake County,1.48
1625,MT,Lewis and Clark County,1.66
1626,MT,Liberty County,0.00
1627,MT,Lincoln County,1.79
1628,MT,McCone County,-2.05
1629,MT,Madison County,2.91
1630,MT,Meagher County,2.22
1631,MT,Mineral County,1.39
1632,MT,Missoula County,0.69
1633,MT,Musselshell County,2.69
1634,MT,Park County,0.84
1635,MT,Petroleum County,6.33
1636,MT,Phillips County,0.50
1637,MT,Pondera County,0.54
1638,MT,Powder River County,0.64
1639,MT,Powell County,0.78
1640,MT,Prairie County,0.36
1641,MT,Ravalli County,1.19
1642,MT,Richland County,-0.51
1643,MT,Roosevelt County,-2.07
1644,MT,Rosebud County,0.10
1645,MT,Sanders County,2.24
1646,MT,Sheridan County,-1.60
1647,MT,Silver Bow County,1.15
1648,MT,Stillwater County,0.04
1649,MT,Sweet Grass County,0.97
1650,MT,Teton County,1.32
1651,MT,Toole County,1.10
1652,MT,Treasure County,2.39
1653,MT,Valley County,-0.90
1654,MT,Wheatland County,0.93
1655,MT,Wibaux County,-1.83
1656,MT,Yellowstone County,0.57
1657,NE,Adams County,-0.16
1658,NE,Antelope County,-0.05
1659,NE,Arthur County,-3.06
1660,NE,Banner County,2.59
1661,NE,Blaine County,-3.54
1662,NE,Boone County,-1.04
1663,NE,Box Butte County,0.08
1664,NE,Boyd County,-0.29
1665,NE,Brown County,-1.04
1666,NE,Buffalo County,0.33
1667,NE,Burt County,-0.64
1668,NE,Butler County,0.19
1669,NE,Cass County,1.08
1670,NE,Cedar County,-1.24
1671,NE,Chase County,-0.80
1672,NE,Cherry County,0.13
1673,NE,Cheyenne County,0.16
1674,NE,Clay County,1.11
1675,NE,Colfax County,1.08
1676,NE,Cuming County,-0.39
1677,NE,Custer County,0.73
1678,NE,Dakota County,0.72
1679,NE,Dawes County,-1.44
1680,NE,Dawson County,0.75
1681,NE,Deuel County,-1.58
1682,NE,Dixon County,-0.45
1683,NE,Dodge County,0.38
1684,NE,Douglas County,0.59
1685,NE,Dundy County,-2.13
1686,NE,Fillmore County,0.13
1687,NE,Franklin County,-0.88
1688,NE,Frontier County,-1.00
1689,NE,Furnas County,-0.31
1690,NE,Gage County,0.32
1691,NE,Garden County,-2.23
1692,NE,Garfield County,-1.34
1693,NE,Gosper County,0.65
1694,NE,Grant County,-3.25
1695,NE,Greeley County,-0.72
1696,NE,Hall County,0.16
1697,NE,Hamilton County,1.04
1698,NE,Harlan County,0.43
1699,NE,Hayes County,-2.08
1700,NE,Hitchcock County,-2.37
1701,NE,Holt County,0.80
1702,NE,Hooker County,-0.44
1703,NE,Howard County,0.28
1704,NE,Jefferson County,-1.20
1705,NE,Johnson County,-0.90
1706,NE,Kearney County,0.95
1707,NE,Keith County,-0.81
1708,NE,Keya Paha County,0.00
1709,NE,Kimball County,-1.41
1710,NE,Knox County,-0.11
1711,NE,Lancaster County,0.70
1712,NE,Lincoln County,-0.74
1713,NE,Logan County,-4.38
1714,NE,Loup County,-1.50
1715,NE,McPherson County,1.06
1716,NE,Madison County,0.60
1717,NE,Merrick County,0.52
1718,NE,Morrill County,-0.40
1719,NE,Nance County,-1.30
1720,NE,Nemaha County,0.57
1721,NE,Nuckolls County,0.64
1722,NE,Otoe County,0.92
1723,NE,Pawnee County,-0.75
1724,NE,Perkins County,-1.13
1725,NE,Phelps County,0.77
1726,NE,Pierce County,-0.25
1727,NE,Platte County,0.74
