,state_abv,county,housing_yearly,food_yearly,transportation_yearly,healthcare_yearly,misc_yearly,childcare_yearly,taxes_yearly,median_family_income,pct_diff,pct_diff_binary
1392,MO,Adair County,9948.0,9895.2,16700.4,18512.4,7023.6,7269.6,9894.0,75625.0,-0.12,1
1393,MO,Andrew County,11757.6,10066.8,19473.6,18121.2,7728.0,9729.6,12429.6,66204.0,0.62,0
1394,MO,Atchison County,9278.4,10213.2,19010.4,18094.8,6901.2,7531.2,10384.8,55012.0,-1.05,1
1395,MO,Audrain County,9657.6,9634.8,17998.8,18492.0,6830.4,6996.0,9916.8,55388.0,-0.36,1
1396,MO,Barry County,10024.8,9345.6,18380.4,15639.6,6858.0,6201.6,8916.0,61338.0,0.92,0
1397,MO,Barton County,9763.2,9921.6,18354.0,15639.6,6969.6,7252.8,9367.2,64824.0,0.31,0
1398,MO,Bates County,10300.8,10531.2,18297.6,18621.6,7376.4,8332.8,11268.0,53585.0,0.45,0
1399,MO,Benton County,9688.8,9574.8,18288.0,18594.0,6820.8,7051.2,10080.0,58146.0,1.58,0
1400,MO,Bollinger County,10268.4,9979.2,20215.2,19086.0,7167.6,7864.8,11671.2,80198.0,0.12,0
1401,MO,Boone County,12565.2,11194.8,16908.0,18519.6,8413.2,8599.2,12150.0,65333.0,0.93,0
1402,MO,Buchanan County,11530.8,10039.2,16200.0,18121.2,7636.8,6638.4,10089.6,48674.0,0.08,0
1403,MO,Butler County,9787.2,8997.6,16904.4,19057.2,6650.4,7569.6,9730.8,61111.0,-0.52,1
1404,MO,Caldwell County,9813.6,10789.2,20454.0,18121.2,7293.6,10627.2,12501.6,70761.0,0.18,0
1405,MO,Callaway County,10464.0,9315.6,18742.8,18519.6,7003.2,9864.0,11384.4,68966.0,0.02,0
1406,MO,Camden County,10815.6,10443.6,18594.0,18492.0,7524.0,7375.2,11173.2,71569.0,0.65,0
1407,MO,Cape Girardeau County,11844.0,9979.2,17365.2,19086.0,7729.2,10324.8,12298.8,61204.0,0.06,0
1408,MO,Carroll County,9940.8,9488.4,18824.4,18094.8,6879.6,7845.6,10448.4,56951.0,-0.34,1
1409,MO,Carter County,9436.8,9027.6,19282.8,15943.2,6535.2,7723.2,9366.0,83085.0,0.93,0
1410,MO,Cass County,15381.6,10587.6,19443.6,15698.4,9194.4,6165.6,12171.6,47784.0,1.25,0
1411,MO,Cedar County,9775.2,9720.0,18091.2,15639.6,6901.2,6316.8,8902.8,62193.0,0.49,0
1412,MO,Chariton County,9928.8,9373.2,19110.0,18492.0,6836.4,6871.2,10272.0,72408.0,0.05,0
1413,MO,Christian County,12386.4,10154.4,18254.4,15666.0,7980.0,9230.4,11365.2,62854.0,1.4,0
1414,MO,Clark County,9408.0,10384.8,18894.0,20760.0,7008.0,7365.6,11298.0,87919.0,-1.1,1
1415,MO,Clay County,15247.2,11023.2,18170.4,15180.0,9301.2,15640.8,15201.6,75907.0,1.11,0
1416,MO,Clinton County,12477.6,10646.4,19992.0,18121.2,8187.6,11901.6,13960.8,80025.0,1.15,0
1417,MO,Cole County,10305.6,10183.2,17997.6,18519.6,7252.8,6744.0,10396.8,67057.0,0.42,0
1418,MO,Cooper County,10096.8,11224.8,18735.6,18519.6,7549.2,7963.2,11491.2,54524.0,1.1,0
1419,MO,Dade County,9891.6,9403.2,18718.8,15639.6,6832.8,7905.6,9544.8,46314.0,0.67,0
1420,MO,Dallas County,9986.4,9720.0,18706.8,15666.0,6975.6,7840.8,9746.4,57354.0,1.03,0
1421,MO,Daviess County,10008.0,10732.8,19410.0,18094.8,7344.0,7881.6,11253.6,62313.0,1.11,0
1422,MO,DeKalb County,10221.6,10732.8,18262.8,18121.2,7418.4,3348.0,9570.0,72452.0,-12.48,1
1423,MO,Dent County,9676.8,9634.8,18098.4,15943.2,6836.4,7689.6,9363.6,54958.0,1.1,0
1424,MO,Douglas County,9278.4,9574.8,19212.0,15639.6,6676.8,7795.2,9436.8,47655.0,2.06,0
1425,MO,Dunklin County,9504.0,8852.4,16626.0,19057.2,6499.2,6624.0,9127.2,46550.0,-1.38,1
1426,MO,Franklin County,10401.6,10240.8,19404.0,13257.6,7308.0,9693.6,10184.4,73038.0,0.58,0
1427,MO,Gasconade County,9301.2,10154.4,19203.6,18492.0,6886.8,8071.2,10744.8,68488.0,-0.45,1
1428,MO,Gentry County,9619.2,10126.8,18930.0,18094.8,6991.2,6604.8,10176.0,61497.0,0.21,0
1429,MO,Greene County,11744.4,10414.8,15373.2,15666.0,7845.6,11882.4,11155.2,63136.0,0.47,0
1430,MO,Grundy County,9648.0,10704.0,17967.6,18094.8,7206.0,6309.6,10042.8,65644.0,-0.29,1
1431,MO,Harrison County,9319.2,10098.0,18576.0,18094.8,6872.4,7233.6,10096.8,54926.0,0.04,0
1432,MO,Henry County,10075.2,9544.8,17320.8,18174.0,6948.0,7190.4,9828.0,60540.0,0.29,0
1433,MO,Hickory County,9348.0,9691.2,18565.2,15639.6,6740.4,6110.4,8786.4,49351.0,1.67,0
1434,MO,Holt County,9705.6,10240.8,18946.8,18094.8,7063.2,7872.0,10718.4,61136.0,-0.14,1
1435,MO,Howard County,10113.6,9604.8,19060.8,18519.6,6980.4,8323.2,10969.2,66900.0,-0.77,1
1436,MO,Howell County,9710.4,9345.6,17763.6,15943.2,6746.4,7641.6,9129.6,48417.0,0.28,0
1437,MO,Iron County,9693.6,9691.2,18207.6,15943.2,6862.8,6316.8,8977.2,49783.0,0.29,0
1438,MO,Jackson County,14479.2,11224.8,16342.8,15180.0,9100.8,13104.0,13328.4,73465.0,0.33,0
1439,MO,Jasper County,10736.4,9720.0,16902.0,15666.0,7240.8,5896.8,8770.8,59521.0,0.84,0
1440,MO,Jefferson County,11944.8,10502.4,19106.4,13257.6,7947.6,13694.4,12321.6,76964.0,0.88,0
1441,MO,Johnson County,10724.4,10240.8,17886.0,18024.0,7422.0,7552.8,10712.4,71153.0,0.94,0
1442,MO,Knox County,9588.0,10009.2,19323.6,18512.4,6938.4,7593.6,10696.8,54705.0,-1.43,1
1443,MO,Laclede County,9700.8,9574.8,17935.2,15639.6,6826.8,6775.2,8906.4,57723.0,0.92,0
1444,MO,Lafayette County,11252.4,10789.2,19644.0,18054.0,7804.8,9871.2,12614.4,71816.0,0.69,0
1445,MO,Lawrence County,10096.8,9373.2,17884.8,15639.6,6895.2,6964.8,9044.4,54568.0,0.47,0
1446,MO,Lewis County,9333.6,10587.6,18910.8,20760.0,7053.6,6590.4,11143.2,58650.0,-0.69,1
1447,MO,Lincoln County,11770.8,9807.6,20335.2,13257.6,7641.6,10548.0,11204.4,76142.0,2.4,0
1448,MO,Linn County,9278.4,9979.2,17995.2,18512.4,6820.8,6244.8,9642.0,53599.0,-0.3,1
1449,MO,Livingston County,9912.0,9517.2,17527.2,18094.8,6877.2,6444.0,9512.4,62114.0,1.55,0
1450,MO,Macon County,9924.0,9403.2,18133.2,18512.4,6842.4,7228.8,10105.2,57967.0,0.56,0
1451,MO,Madison County,9633.6,9720.0,17953.2,19057.2,6852.0,6540.0,9984.0,58502.0,-0.46,1
1452,MO,Maries County,9687.6,9574.8,18710.4,18492.0,6820.8,7113.6,10183.2,65896.0,-0.02,1
1453,MO,Marion County,10412.4,9691.2,16971.6,20760.0,7118.4,7718.4,10996.8,63724.0,-0.54,1
1454,MO,McDonald County,9817.2,9979.2,18909.6,15639.6,7011.6,7166.4,9556.8,48672.0,1.31,0
1455,MO,Mercer County,9710.4,9979.2,20918.4,18094.8,6974.4,6710.4,10840.8,67409.0,0.09,0
1456,MO,Miller County,10218.0,11544.0,18278.4,18492.0,7705.2,7387.2,11250.0,60589.0,0.74,0
1457,MO,Mississippi County,9787.2,9921.6,16923.6,19057.2,6978.0,7922.4,10297.2,40949.0,1.35,0
1458,MO,Moniteau County,9501.6,10300.8,19831.2,18519.6,7011.6,8553.6,11325.6,72617.0,-0.03,1
1459,MO,Monroe County,9321.6,9574.8,18330.0,18492.0,6692.4,6643.2,9717.6,58864.0,0.73,0
1460,MO,Montgomery County,9936.0,9634.8,18171.6,18492.0,6928.8,8409.6,10618.8,58628.0,-0.17,1
1461,MO,Morgan County,9822.0,8997.6,18590.4,18492.0,6662.4,6710.4,9805.2,50839.0,0.84,0
1462,MO,New Madrid County,9484.8,9950.4,17449.2,19057.2,6882.0,6336.0,9762.0,48116.0,-1.82,1
1463,MO,Newton County,9692.4,9807.6,17947.2,15666.0,6903.6,9768.0,10012.8,64006.0,0.97,0
1464,MO,Nodaway County,10092.0,10183.2,17517.6,18094.8,7179.6,7821.6,10347.6,64310.0,-0.1,1
1465,MO,Oregon County,10008.0,9403.2,18736.8,15943.2,6872.4,7874.4,9699.6,42514.0,0.2,0
1466,MO,Osage County,8415.6,10240.8,21390.0,18519.6,6607.2,8803.2,11410.8,75346.0,0.52,0
1467,MO,Ozark County,10220.4,10560.0,18961.2,15639.6,7359.6,7850.4,10244.4,42182.0,0.18,0
1468,MO,Pemiscot County,9704.4,8968.8,16664.4,19057.2,6609.6,6636.0,9277.2,45502.0,-1.7,1
1469,MO,Perry County,10556.4,9777.6,19128.0,19057.2,7198.8,7735.2,11240.4,68947.0,0.38,0
1470,MO,Pettis County,10809.6,9488.4,16676.4,18594.0,7186.8,6362.4,9766.8,58282.0,0.31,0
1471,MO,Phelps County,10782.0,9517.2,16572.0,15943.2,7188.0,7598.4,9277.2,63650.0,0.02,0
1472,MO,Pike County,9750.0,9777.6,18140.4,18512.4,6914.4,7096.8,10101.6,60606.0,1.65,0
1473,MO,Platte County,16341.6,12062.4,18157.2,15180.0,10058.4,14481.6,15793.2,100690.0,1.24,0
1474,MO,Polk County,9666.0,9634.8,18100.8,15666.0,6834.0,8652.0,9606.0,53916.0,0.37,0
1475,MO,Pulaski County,12262.8,10126.8,18045.6,15943.2,7927.2,8745.6,11127.6,66287.0,0.0,1
1476,MO,Putnam County,9980.4,9979.2,19302.0,18512.4,7069.2,7845.6,10975.2,56860.0,-0.51,1
1477,MO,Ralls County,10723.2,9748.8,20074.8,18512.4,7249.2,7588.8,11338.8,70678.0,0.76,0
1478,MO,Randolph County,9873.6,9373.2,17598.0,18492.0,6816.0,8416.8,10272.0,62251.0,-2.1,1
1479,MO,Ray County,11151.6,9634.8,20665.2,18121.2,7360.8,11265.6,12867.6,78859.0,0.26,0
1480,MO,Reynolds County,9363.6,9634.8,19358.4,15943.2,6726.0,7713.6,9614.4,52138.0,-0.77,1
1481,MO,Ripley County,9432.0,8968.8,19087.2,15943.2,6513.6,6518.4,8888.4,44557.0,0.86,0
1482,MO,Saline County,9892.8,9544.8,17622.0,18594.0,6883.2,7324.8,10035.6,58865.0,0.2,0
1483,MO,Schuyler County,9218.4,9979.2,19252.8,20760.0,6799.2,7243.2,11118.0,53294.0,1.33,0
1484,MO,Scotland County,10003.2,9950.4,18538.8,20760.0,7066.8,7274.4,11305.2,64132.0,0.62,0
1485,MO,Scott County,10580.4,9865.2,17246.4,19057.2,7239.6,6984.0,10386.0,55232.0,0.06,0
1486,MO,Shannon County,9924.0,9373.2,19027.2,15943.2,6831.6,7915.2,9709.2,45796.0,0.3,0
1487,MO,Shelby County,9242.4,9345.6,19120.8,18512.4,6580.8,6996.0,9964.8,60626.0,-1.08,1
1488,MO,St. Charles County,15022.8,11281.2,18111.6,13188.0,9316.8,15040.8,14252.4,103011.0,0.69,0
1489,MO,St. Clair County,9218.4,9433.2,18483.6,18174.0,6604.8,5983.2,9332.4,53008.0,1.64,0
1490,MO,St. Francois County,9910.8,9691.2,17158.8,13230.0,6940.8,6744.0,8048.4,60008.0,0.23,0
1491,MO,St. Louis County,13862.4,12208.8,16432.8,13188.0,9234.0,18631.2,14917.2,90981.0,-0.38,1
1492,MO,St. Louis city,11725.2,11920.8,13537.2,13188.0,8373.6,12919.2,10718.4,59185.0,-1.55,1
1493,MO,Ste. Genevieve County,10596.0,9895.2,19621.2,13230.0,7255.2,7816.8,9511.2,79729.0,0.16,0
1494,MO,Stoddard County,9470.4,9144.0,17834.4,19057.2,6591.6,6772.8,9667.2,53115.0,0.02,0
1495,MO,Stone County,10291.2,9921.6,17882.4,15639.6,7155.6,7296.0,9480.0,58448.0,1.63,0
1496,MO,Sullivan County,9405.6,10039.2,18896.4,18512.4,6885.6,7572.0,10488.0,55391.0,-0.33,1
1497,MO,Taney County,11478.0,10560.0,16704.0,15639.6,7800.0,7564.8,9999.6,55412.0,0.05,0
1498,MO,Texas County,9903.6,9373.2,18517.2,15943.2,6826.8,6376.8,9056.4,47655.0,1.24,0
1499,MO,Vernon County,10414.8,9895.2,17503.2,18174.0,7191.6,7538.4,10312.8,55176.0,0.57,0
1500,MO,Warren County,12146.4,10126.8,20176.8,13188.0,7885.2,11378.4,11736.0,70653.0,1.38,0
1501,MO,Washington County,9312.0,8941.2,18068.4,13230.0,6460.8,6813.6,7756.8,51260.0,0.61,0
1502,MO,Wayne County,9615.6,9027.6,18469.2,19057.2,6601.2,7056.0,10010.4,44098.0,-0.06,1
1503,MO,Webster County,9247.2,9574.8,18867.6,15666.0,6663.6,8798.4,9716.4,60057.0,2.74,0
1504,MO,Worth County,10440.0,10213.2,19000.8,18094.8,7312.8,8011.2,11124.0,62921.0,-1.7,1
1505,MO,Wright County,9705.6,9373.2,18016.8,15639.6,6757.2,7420.8,9056.4,43880.0,1.36,0
1506,MS,Adams County,10182.0,9691.2,15835.2,14125.2,7035.6,4161.6,7147.2,54692.0,0.8,0
1507,MS,Alcorn County,10267.2,9865.2,17000.4,14125.2,7128.0,4238.4,7632.0,47401.0,-0.04,1
1508,MS,Amite County,9742.8,9634.8,18475.2,14125.2,6861.6,4468.8,7792.8,47172.0,-0.93,1
1509,MS,Attala County,10094.4,9082.8,17572.8,14125.2,6789.6,4044.0,7370.4,47849.0,-0.98,1
1510,MS,Benton County,10239.6,9373.2,18175.2,14557.2,6945.6,3974.4,7824.0,41027.0,-1.56,1
1511,MS,Bolivar County,9655.2,10240.8,15865.2,14125.2,7045.2,4543.2,7258.8,46742.0,-1.67,1
1512,MS,Calhoun County,10188.0,9544.8,18040.8,14125.2,6987.6,3763.2,7702.8,67183.0,-1.25,1
1513,MS,Carroll County,9638.4,10300.8,19333.2,14125.2,7057.2,3804.0,8148.0,47624.0,-2.06,1
1514,MS,Chickasaw County,10075.2,9604.8,17925.6,14125.2,6967.2,3972.0,7658.4,54230.0,0.02,0
1515,MS,Choctaw County,9542.4,10560.0,18751.2,14125.2,7119.6,4020.0,8055.6,29844.0,-0.09,1
1516,MS,Claiborne County,9928.8,10443.6,17344.8,14125.2,7213.2,4492.8,7858.8,59784.0,-1.8,1
1517,MS,Clarke County,10039.2,10183.2,18804.0,14125.2,7161.6,4000.8,8103.6,43735.0,0.16,0
1518,MS,Clay County,10350.0,10560.0,16766.4,14125.2,7405.2,4725.6,7993.2,37577.0,-0.57,1
1519,MS,Coahoma County,10192.8,9979.2,15032.4,14125.2,7144.8,4430.4,7101.6,53943.0,-0.78,1
1520,MS,Copiah County,9817.2,9634.8,19672.8,15006.0,6888.0,6122.4,8962.8,45023.0,-0.17,1
1521,MS,Covington County,10292.4,9574.8,18336.0,14406.0,7034.4,6091.2,8563.2,81191.0,-0.46,1
1522,MS,DeSoto County,15226.8,10472.4,18828.0,14680.8,9099.6,8863.2,12302.4,52137.0,1.1,0
1523,MS,Forrest County,11329.2,9921.6,16453.2,15049.2,7524.0,7504.8,9222.0,52104.0,0.3,0
1524,MS,Franklin County,10239.6,9662.4,18842.4,14125.2,7048.8,3794.4,7999.2,58203.0,-0.01,1
1525,MS,George County,9870.0,9488.4,19334.4,14286.0,6852.0,4485.6,8098.8,61551.0,1.67,0
1526,MS,Greene County,9542.4,9488.4,19167.6,14769.6,6738.0,4274.4,8006.4,51012.0,0.26,0
1527,MS,Grenada County,9724.8,9807.6,17038.8,14125.2,6914.4,4675.2,7486.8,59719.0,-0.33,1
1528,MS,Hancock County,11908.8,10587.6,17168.4,14568.0,7965.6,7140.0,9728.4,59113.0,0.33,0
1529,MS,Harrison County,12541.2,10472.4,15742.8,14568.0,8146.8,7629.6,9656.4,58186.0,0.08,0
1530,MS,Hinds County,13050.0,10906.8,16518.0,15006.0,8480.4,7819.2,10476.0,30768.0,-1.23,1
1531,MS,Holmes County,10059.6,9921.6,16862.4,14406.0,7075.2,5186.4,7870.8,35686.0,-2.07,1
1532,MS,Humphreys County,10182.0,9921.6,16954.8,14125.2,7118.4,3974.4,7538.4,50343.0,-1.88,1
1533,MS,Issaquena County,10592.4,10183.2,16234.8,14125.2,7357.2,3578.4,7561.2,54613.0,-0.48,1
1534,MS,Itawamba County,9794.4,9433.2,18078.0,14557.2,6807.6,4274.4,7680.0,67562.0,0.51,0
1535,MS,Jackson County,11901.6,10704.0,17912.4,14568.0,8004.0,7408.8,10098.0,48201.0,0.98,0
1536,MS,Jasper County,9925.2,9777.6,18828.0,14125.2,6978.0,4562.4,8053.2,30972.0,-0.4,1
1537,MS,Jefferson County,10046.4,9691.2,17252.4,14125.2,6987.6,4044.0,7507.2,48967.0,-1.78,1
1538,MS,Jefferson Davis County,9954.0,9837.6,18262.8,14125.2,7005.6,4228.8,7856.4,54430.0,-0.99,1
1539,MS,Jones County,10125.6,9777.6,17542.8,14769.6,7045.2,4675.2,7962.0,38361.0,-0.29,1
1540,MS,Kemper County,10117.2,9230.4,18248.4,14125.2,6847.2,3578.4,7584.0,73548.0,-0.99,1
1541,MS,Lafayette County,13767.6,11629.2,18054.0,14125.2,8994.0,6235.2,10786.8,80898.0,1.28,0
1542,MS,Lamar County,13507.2,10819.2,18128.4,15049.2,8613.6,8688.0,11524.8,53560.0,0.72,0
1543,MS,Lauderdale County,10497.6,10183.2,16276.8,14125.2,7322.4,4831.2,7771.2,58840.0,-0.86,1
1544,MS,Lawrence County,10267.2,9662.4,18238.8,14125.2,7056.0,4900.8,8064.0,50815.0,-0.17,1
1545,MS,Leake County,9542.4,9082.8,18064.8,14125.2,6595.2,4123.2,7285.2,64793.0,0.26,0
1546,MS,Lee County,11458.8,10126.8,17462.4,14557.2,7642.8,5006.4,8683.2,37622.0,-0.03,1
1547,MS,Leflore County,9691.2,10300.8,15007.2,14125.2,7076.4,4375.2,7004.4,59594.0,-1.07,1
1548,MS,Lincoln County,10303.2,9662.4,17703.6,14125.2,7069.2,4387.2,7779.6,64447.0,-0.18,1
1549,MS,Lowndes County,10483.2,10414.8,16881.6,14125.2,7399.2,5380.8,8233.2,92596.0,-0.67,1
1550,MS,Madison County,13388.4,10848.0,18240.0,15006.0,8581.2,8990.4,11564.4,48156.0,1.11,0
1551,MS,Marion County,9866.4,9837.6,17822.4,14125.2,6974.4,4296.0,7677.6,51422.0,0.24,0
1552,MS,Marshall County,10455.6,9777.6,17616.0,14680.8,7165.2,5611.2,8384.4,57514.0,0.64,0
1553,MS,Monroe County,9694.8,9604.8,17430.0,14125.2,6832.8,4111.2,7358.4,48022.0,0.12,0
1554,MS,Montgomery County,10243.2,9807.6,17439.6,14125.2,7098.0,4000.8,7665.6,49442.0,0.39,0
1555,MS,Neshoba County,9735.6,9230.4,17851.2,14125.2,6714.0,4128.0,7346.4,46843.0,-0.05,1
1556,MS,Newton County,10032.0,9517.2,17950.8,14125.2,6922.8,4236.0,7644.0,48085.0,-0.02,1
1557,MS,Noxubee County,9841.2,10560.0,17607.6,14125.2,7222.8,4099.2,7844.4,67772.0,-0.86,1
1558,MS,Oktibbeha County,11583.6,10560.0,16248.0,14125.2,7842.0,5748.0,8650.8,46795.0,-0.35,1
1559,MS,Panola County,10269.6,10126.8,17354.4,14125.2,7220.4,4336.8,7848.0,58754.0,0.24,0
1560,MS,Pearl River County,11606.4,10009.2,18208.8,14769.6,7654.8,5018.4,9033.6,52224.0,1.39,0
1561,MS,Perry County,8100.0,9921.6,19822.8,15049.2,6379.2,5356.8,8212.8,44588.0,-0.73,1
1562,MS,Pike County,10664.4,9634.8,16611.6,14125.2,7185.6,4548.0,7617.6,55369.0,-0.74,1
1563,MS,Pontotoc County,9955.2,9544.8,18214.8,14557.2,6906.0,4459.2,7888.8,51667.0,0.54,0
1564,MS,Prentiss County,10050.0,9170.4,17544.0,14125.2,6806.4,4312.8,7424.4,39926.0,0.98,0
1565,MS,Quitman County,9600.0,9979.2,16624.8,14125.2,6933.6,4020.0,7237.2,79464.0,-2.26,1
1566,MS,Rankin County,15322.8,10531.2,18627.6,15006.0,9154.8,8856.0,12357.6,51779.0,0.91,0
1567,MS,Scott County,9872.4,9144.0,18135.6,14125.2,6732.0,4303.2,7495.2,44871.0,-0.19,1
1568,MS,Sharkey County,10117.2,9921.6,16663.2,14125.2,7095.6,4231.2,7492.8,52858.0,-3.64,1
1569,MS,Simpson County,10507.2,9574.8,17956.8,15006.0,7111.2,6081.6,8710.8,59868.0,0.36,0
1570,MS,Smith County,9730.8,9574.8,18850.8,14125.2,6835.2,4207.2,7800.0,55192.0,0.12,0
1571,MS,Stone County,10278.0,10472.4,19016.4,14568.0,7347.6,6016.8,9189.6,39091.0,0.62,0
1572,MS,Sunflower County,9463.2,10183.2,16192.8,14125.2,6954.0,4286.4,7194.0,40236.0,-1.49,1
1573,MS,Tallahatchie County,10062.0,9807.6,17516.4,14125.2,7033.2,3578.4,7566.0,62691.0,-1.91,1
1574,MS,Tate County,10131.6,9488.4,18472.8,14680.8,6946.8,6336.0,8650.8,49723.0,0.01,0
1575,MS,Tippah County,10059.6,9373.2,17887.2,14557.2,6882.0,4058.4,7688.4,50229.0,-0.7,1
1576,MS,Tishomingo County,10239.6,9170.4,17785.2,14125.2,6873.6,3724.8,7478.4,42713.0,-0.61,1
1577,MS,Tunica County,12018.0,9488.4,16474.8,14680.8,7614.0,7125.6,9046.8,58447.0,-1.84,1
1578,MS,Union County,10206.0,9488.4,18166.8,14557.2,6972.0,4516.8,7959.6,45585.0,0.54,0
1579,MS,Walthall County,9613.2,9837.6,18528.0,14125.2,6884.4,4120.8,7740.0,57817.0,0.28,0
1580,MS,Warren County,10879.2,10443.6,17023.2,14724.0,7549.2,5200.8,8577.6,40774.0,-0.79,1
1581,MS,Washington County,10068.0,10183.2,15163.2,14125.2,7168.8,4485.6,7190.4,55573.0,-1.36,1
1582,MS,Wayne County,9613.2,9777.6,18751.2,14125.2,6867.6,3897.6,7755.6,58304.0,0.61,0
1583,MS,Webster County,10002.0,10560.0,18783.6,14125.2,7280.4,4053.6,8284.8,37222.0,0.44,0
1584,MS,Wilkinson County,10117.2,9691.2,17700.0,14125.2,7012.8,3787.2,7635.6,45698.0,-1.77,1
1585,MS,Winston County,9936.0,9230.4,17895.6,14125.2,6784.8,4632.0,7592.4,51775.0,-0.5,1
1586,MS,Yalobusha County,10296.0,9807.6,17684.4,14125.2,7116.0,3734.4,7748.4,46371.0,-0.22,1
1587,MS,Yazoo County,10396.8,9921.6,16747.2,14406.0,7195.2,5584.8,8072.4,64729.0,-0.37,1
1588,MT,Beaverhead County,10874.4,10704.0,19147.2,14474.4,7640.4,10027.2,11625.6,72939.0,1.42,0
1589,MT,Big Horn County,10660.8,10472.4,19682.4,14474.4,7480.8,9796.8,11503.2,56686.0,-0.58,1
1590,MT,Blaine County,10696.8,10502.4,18970.8,14474.4,7507.2,8078.4,10644.0,50138.0,-1.05,1
1591,MT,Broadwater County,12343.2,10328.4,21514.8,14842.8,8026.8,10113.6,13117.2,75930.0,3.36,0
1592,MT,Carbon County,12192.0,10472.4,21474.0,11792.4,8024.4,14680.8,13800.0,75985.0,1.63,0
1593,MT,Carter County,11192.4,10789.2,20822.4,14474.4,7784.4,10233.6,12520.8,62636.0,1.07,0
1594,MT,Cascade County,12229.2,10502.4,16250.4,13858.8,8049.6,12638.4,11958.0,66137.0,-0.12,1
1595,MT,Chouteau County,10968.0,10502.4,19509.6,14842.8,7600.8,8503.2,11232.0,55164.0,-1.03,1
1596,MT,Custer County,12980.4,10906.8,17619.6,14474.4,8457.6,9535.2,12055.2,75210.0,-0.13,1
1597,MT,Daniels County,10804.8,10934.4,20092.8,14474.4,7696.8,11064.0,12435.6,78501.0,-0.73,1
1598,MT,Dawson County,11401.2,10704.0,18128.4,14474.4,7826.4,9156.0,11145.6,71963.0,0.03,0
1599,MT,Deer Lodge County,11192.4,10704.0,17032.8,14842.8,7753.2,8181.6,10502.4,52131.0,1.35,0
1600,MT,Fallon County,11410.8,10704.0,20044.8,14474.4,7831.2,9686.4,12048.0,97228.0,-1.84,1
1601,MT,Fergus County,11388.0,10502.4,19066.8,14474.4,7749.6,10797.6,12012.0,61075.0,0.86,0
1602,MT,Flathead County,13466.4,11166.0,18421.2,14724.0,8721.6,12031.2,13764.0,72235.0,1.6,0
1603,MT,Gallatin County,15582.0,11745.6,18120.0,13722.0,9676.8,14349.6,15530.4,91275.0,1.18,0
1604,MT,Garfield County,10831.2,10472.4,21552.0,14474.4,7542.0,8421.6,11749.2,60112.0,-0.57,1
1605,MT,Glacier County,10842.0,11166.0,17733.6,14474.4,7791.6,8150.4,10612.8,49266.0,-0.3,1
1606,MT,Golden Valley County,12063.6,10472.4,23631.6,14474.4,7978.8,11731.2,14384.4,53414.0,1.09,0
1607,MT,Granite County,11112.0,12384.0,21652.8,14474.4,8318.4,8863.2,13060.8,62285.0,2.8,0
1608,MT,Hill County,10927.2,10502.4,17014.8,14474.4,7587.6,9242.4,10514.4,63673.0,0.98,0
1609,MT,Jefferson County,12228.0,10704.0,21096.0,14842.8,8120.4,11704.8,13784.4,83649.0,1.69,0
1610,MT,Judith Basin County,10257.6,10502.4,21364.8,14842.8,7352.4,9266.4,11842.8,59621.0,0.67,0
1611,MT,Lake County,11166.0,11079.6,19204.8,13274.4,7878.0,10106.4,11557.2,59390.0,1.48,0
1612,MT,Lewis and Clark County,12784.8,10328.4,18027.6,13722.0,8185.2,12748.8,12718.8,88289.0,1.66,0
1613,MT,Liberty County,11192.4,10502.4,19573.2,14474.4,7682.4,8220.0,11161.2,62776.0,0.0,1
1614,MT,Lincoln County,11192.4,11166.0,19530.0,14474.4,7915.2,9758.4,12075.6,51845.0,1.79,0
1615,MT,Madison County,12703.2,11745.6,21357.6,14474.4,8658.0,10675.2,13992.0,67103.0,2.91,0
1616,MT,McCone County,10804.8,10934.4,21217.2,14474.4,7696.8,8868.0,12024.0,64177.0,-2.05,1
1617,MT,Meagher County,10320.0,10328.4,21910.8,14474.4,7310.4,9552.0,11942.4,54337.0,2.22,0
1618,MT,Mineral County,10281.6,11079.6,20552.4,14474.4,7566.0,8491.2,11425.2,52702.0,1.39,0
1619,MT,Missoula County,14926.8,11281.2,16370.4,13407.6,9280.8,15691.2,14707.2,75619.0,0.69,0
1620,MT,Musselshell County,12064.8,10472.4,19569.6,11658.0,7978.8,8664.0,10749.6,53802.0,2.69,0
1621,MT,Park County,13621.2,11745.6,18122.4,14474.4,8982.0,11553.6,13723.2,76416.0,0.84,0
1622,MT,Petroleum County,12148.8,10472.4,21790.8,14474.4,8008.8,8196.0,12402.0,66316.0,6.33,0
1623,MT,Phillips County,11192.4,10502.4,18513.6,14474.4,7682.4,8150.4,10777.2,60884.0,0.5,0
1624,MT,Pondera County,11048.4,10502.4,18908.4,14474.4,7630.8,8988.0,11139.6,66245.0,0.54,0
1625,MT,Powder River County,11068.8,10675.2,21392.4,14474.4,7699.2,9290.4,12255.6,63172.0,0.64,0
1626,MT,Powell County,10737.6,10704.0,18124.8,14474.4,7592.4,8673.6,10710.0,69767.0,0.78,0
1627,MT,Prairie County,12148.8,10704.0,21058.8,14474.4,8091.6,9900.0,12885.6,63932.0,0.36,0
1628,MT,Ravalli County,11664.0,12384.0,19386.0,14474.4,8512.8,11001.6,13323.6,68013.0,1.19,0
1629,MT,Richland County,11479.2,10934.4,20182.8,14474.4,7935.6,11236.8,12812.4,88564.0,-0.51,1
