,state_abv,county,housing_yearly,food_yearly,transportation_yearly,healthcare_yearly,misc_yearly,childcare_yearly,taxes_yearly,median_family_income,pct_diff,pct_diff_binary
542,HI,Kauai County,27830.4,14694.0,19622.4,13308.0,15056.4,14049.6,24684.0,92013.0,0.09,0
543,HI,Maui County,26407.2,16027.2,18679.2,13440.0,15024.0,14685.6,24602.4,87161.0,-0.11,1
544,IA,Adair County,10378.8,11718.0,19784.4,15594.0,7822.8,7893.6,12010.8,68836.0,-0.91,1
545,IA,Adams County,10876.8,9865.2,20430.0,15594.0,7345.2,7404.0,11373.6,70653.0,-1.58,1
546,IA,Allamakee County,10153.2,10414.8,20235.6,16028.4,7279.2,8013.6,11620.8,54523.0,0.4,0
547,IA,Appanoose County,9889.2,9748.8,18829.2,14331.6,6952.8,8030.4,10152.0,63626.0,-0.18,1
548,IA,Audubon County,9884.4,10300.8,20156.4,15594.0,7147.2,7992.0,11240.4,83178.0,-0.74,1
549,IA,Benton County,10411.2,10761.6,21120.0,14037.6,7496.4,11258.4,12688.8,74342.0,0.21,0
550,IA,Black Hawk County,12159.6,10848.0,16946.4,13408.8,8144.4,13238.4,12614.4,79540.0,0.32,0
551,IA,Boone County,11746.8,10240.8,19040.4,14096.4,7785.6,11856.0,12613.2,88339.0,0.04,0
552,IA,Bremer County,10818.0,10443.6,20778.0,13201.2,7528.8,11872.8,12516.0,79779.0,0.21,0
553,IA,Buchanan County,10716.0,9979.2,20440.8,13381.2,7327.2,8973.6,11157.6,71630.0,0.01,0
554,IA,Buena Vista County,10573.2,9604.8,19542.0,15594.0,7143.6,8812.8,11346.0,72553.0,-0.37,1
555,IA,Butler County,10316.4,10443.6,20144.4,13174.8,7350.0,8491.2,10887.6,69898.0,-0.52,1
556,IA,Calhoun County,10012.8,10154.4,19689.6,14394.0,7141.2,7860.0,10629.6,82152.0,0.39,0
557,IA,Carroll County,10309.2,10300.8,19084.8,14394.0,7297.2,8436.0,10852.8,68207.0,-0.09,1
558,IA,Cass County,10280.4,10472.4,18561.6,15594.0,7347.6,8709.6,11241.6,86227.0,-0.05,1
559,IA,Cedar County,10858.8,10183.2,20466.0,14010.0,7448.4,9669.6,11796.0,74178.0,-0.28,1
560,IA,Cerro Gordo County,10684.8,10906.8,17492.4,13174.8,7644.0,9307.2,10660.8,75028.0,-0.05,1
561,IA,Cherokee County,10782.0,9604.8,19572.0,15594.0,7218.0,7934.4,11162.4,79922.0,1.0,0
562,IA,Chickasaw County,10741.2,10443.6,20298.0,13174.8,7500.0,7968.0,10960.8,65330.0,-0.6,1
563,IA,Clarke County,11074.8,10789.2,19185.6,15594.0,7741.2,9499.2,12242.4,69434.0,-0.57,1
564,IA,Clay County,10611.6,9604.8,18368.4,15594.0,7158.0,8858.4,11002.8,69784.0,0.02,0
565,IA,Clayton County,9940.8,11109.6,20384.4,14331.6,7453.2,8644.8,11538.0,69975.0,-0.52,1
566,IA,Clinton County,10441.2,10183.2,18008.4,13381.2,7302.0,8781.6,10273.2,73275.0,-0.21,1
567,IA,Crawford County,10243.2,10300.8,18915.6,15594.0,7273.2,8476.8,11172.0,114112.0,-0.72,1
568,IA,Dallas County,15662.4,11718.0,18364.8,12648.0,9694.8,16867.2,16309.2,82355.0,2.72,0
569,IA,Davis County,10113.6,9748.8,20776.8,14331.6,7032.0,8894.4,11179.2,57721.0,0.24,0
570,IA,Decatur County,9825.6,10789.2,19364.4,15594.0,7299.6,7814.4,11128.8,78041.0,-0.39,1
571,IA,Delaware County,10182.0,9950.4,20568.0,13381.2,7128.0,8294.4,10708.8,68692.0,-0.04,1
572,IA,Des Moines County,11898.0,10384.8,17253.6,14331.6,7890.0,9729.6,11426.4,81018.0,0.03,0
573,IA,Dickinson County,11820.0,9634.8,19773.6,15594.0,7597.2,10593.6,12610.8,81792.0,0.04,0
574,IA,Dubuque County,11994.0,11109.6,17990.4,13408.8,8180.4,13324.8,13057.2,72551.0,0.17,0
575,IA,Emmet County,10354.8,10761.6,19158.0,16028.4,7474.8,9060.0,11908.8,64324.0,0.16,0
576,IA,Fayette County,9849.6,9979.2,19551.6,16028.4,7021.2,8493.6,11206.8,71436.0,-0.29,1
577,IA,Floyd County,10428.0,10906.8,18736.8,13174.8,7555.2,8116.8,10548.0,65980.0,-0.14,1
578,IA,Franklin County,10479.6,10906.8,19874.4,13174.8,7572.0,8762.4,11194.8,71990.0,-0.71,1
579,IA,Fremont County,10306.8,11660.4,20250.0,15594.0,7777.2,8829.6,12427.2,71615.0,-0.26,1
580,IA,Greene County,10662.0,10240.8,19675.2,14394.0,7401.6,8539.2,11254.8,82852.0,-1.45,1
581,IA,Grundy County,10210.8,10848.0,20596.8,14096.4,7456.8,12057.6,12759.6,74696.0,0.23,0
582,IA,Guthrie County,10534.8,11718.0,21362.4,15624.0,7878.0,11378.4,13881.6,77220.0,0.38,0
583,IA,Hamilton County,10927.2,10154.4,19532.4,14394.0,7464.0,9235.2,11478.0,74125.0,-0.5,1
584,IA,Hancock County,10548.0,10906.8,19879.2,13174.8,7596.0,8359.2,11082.0,71950.0,-0.34,1
585,IA,Hardin County,10311.6,10126.8,20134.8,14394.0,7236.0,8616.0,11194.8,78711.0,-0.91,1
586,IA,Harrison County,10735.2,10384.8,20732.4,15624.0,7477.2,11688.0,13226.4,69092.0,-0.07,1
587,IA,Henry County,10746.0,9895.2,18915.6,14331.6,7305.6,9098.4,11030.4,70660.0,-3.49,1
588,IA,Howard County,10374.0,10414.8,19921.2,16028.4,7360.8,8133.6,11653.2,73231.0,-1.4,1
589,IA,Humboldt County,10718.4,10154.4,19394.4,16028.4,7389.6,8484.0,11682.0,77192.0,-0.22,1
590,IA,Ida County,9884.4,9604.8,20064.0,15594.0,6901.2,7502.4,10716.0,74936.0,-1.04,1
591,IA,Iowa County,10750.8,10761.6,20352.0,14331.6,7616.4,7809.6,11458.8,77273.0,-0.7,1
592,IA,Jackson County,10479.6,10183.2,19290.0,13381.2,7317.6,8527.2,10651.2,72510.0,-0.02,1
593,IA,Jasper County,11066.4,10357.2,18591.6,12648.0,7585.2,11517.6,11588.4,61533.0,-0.08,1
594,IA,Jefferson County,11280.0,9748.8,18562.8,14331.6,7446.0,10195.2,11488.8,97597.0,-1.46,1
595,IA,Johnson County,15177.6,11487.6,17337.6,14356.8,9439.2,16754.4,16191.6,77000.0,0.39,0
596,IA,Jones County,10286.4,9950.4,19732.8,13408.8,7166.4,11107.2,11522.4,70695.0,-0.23,1
597,IA,Keokuk County,10038.0,9895.2,20191.2,14331.6,7056.0,8820.0,11000.4,69463.0,0.31,0
598,IA,Kossuth County,10039.2,10761.6,19406.4,16028.4,7364.4,8743.2,11684.4,65340.0,-0.48,1
599,IA,Lee County,10779.6,10009.2,18402.0,14331.6,7362.0,8522.4,10735.2,87810.0,-0.8,1
600,IA,Linn County,12266.4,11050.8,18172.8,14037.6,8254.8,13545.6,13561.2,73571.0,0.01,0
601,IA,Louisa County,10162.8,10183.2,19903.2,14331.6,7202.4,8572.8,11022.0,71249.0,-0.98,1
602,IA,Lucas County,11734.8,10213.2,19440.0,14331.6,7768.8,8997.6,11737.2,77244.0,0.52,0
603,IA,Lyon County,10002.0,10098.0,21304.8,15594.0,7118.4,8944.8,11894.4,83066.0,1.21,0
604,IA,Madison County,12860.4,11718.0,20676.0,12648.0,8701.2,13617.6,14521.2,70430.0,-0.4,1
605,IA,Mahaska County,10016.4,9895.2,18733.2,14331.6,7050.0,8899.2,10524.0,77707.0,-0.44,1
606,IA,Marion County,10569.6,10213.2,19092.0,12621.6,7356.0,9477.6,10675.2,70989.0,0.42,0
607,IA,Marshall County,10947.6,10126.8,18086.4,14071.2,7461.6,9124.8,10860.0,91690.0,0.48,0
608,IA,Mills County,11469.6,10472.4,20449.2,15624.0,7767.6,12314.4,13742.4,71349.0,0.67,0
609,IA,Mitchell County,9884.4,10300.8,19923.6,13174.8,7147.2,8095.2,10389.6,68199.0,-0.25,1
610,IA,Monona County,9907.2,10300.8,19678.8,15594.0,7155.6,8102.4,11131.2,74780.0,-0.15,1
611,IA,Monroe County,10281.6,9748.8,20011.2,14331.6,7092.0,8428.8,10842.0,63053.0,-0.35,1
612,IA,Montgomery County,9884.4,10472.4,18698.4,15594.0,7207.2,8899.2,11161.2,73475.0,-0.7,1
613,IA,Muscatine County,11773.2,10183.2,18376.8,14010.0,7773.6,9892.8,11601.6,74302.0,-0.42,1
614,IA,O'Brien County,10580.4,10098.0,19228.8,15594.0,7321.2,8582.4,11415.6,71195.0,-0.52,1
615,IA,Osceola County,10053.6,9634.8,20510.4,15594.0,6972.0,8167.2,11196.0,66574.0,-1.55,1
616,IA,Page County,10078.8,9865.2,18543.6,15594.0,7059.6,8356.8,10731.6,73005.0,-1.07,1
617,IA,Palo Alto County,9908.4,9604.8,19356.0,15594.0,6910.8,8594.4,10875.6,82946.0,0.23,0
618,IA,Plymouth County,10671.6,10009.2,20514.0,13154.4,7323.6,8757.6,11064.0,74414.0,0.0,1
619,IA,Pocahontas County,9884.4,9604.8,20335.2,15594.0,6901.2,7927.2,10959.6,85704.0,-1.37,1
620,IA,Polk County,14197.2,11312.4,16928.4,12648.0,9031.2,15403.2,14319.6,75942.0,0.81,0
621,IA,Pottawattamie County,12364.8,10472.4,18000.0,15624.0,8085.6,12890.4,13537.2,76505.0,0.12,0
622,IA,Poweshiek County,11074.8,10357.2,18976.8,14071.2,7587.6,9568.8,11487.6,66911.0,-0.35,1
623,IA,Ringgold County,10380.0,9865.2,19880.4,15594.0,7166.4,8143.2,11262.0,72781.0,-0.98,1
624,IA,Sac County,10688.4,9604.8,20571.6,15594.0,7184.4,8198.4,11554.8,81873.0,-0.03,1
625,IA,Scott County,12266.4,10819.2,16596.0,14037.6,8175.6,13747.2,12942.0,77960.0,0.3,0
626,IA,Shelby County,10748.4,10300.8,19722.0,15594.0,7452.0,8659.2,11778.0,83217.0,0.81,0
627,IA,Sioux County,10561.2,10098.0,20668.8,13154.4,7312.8,9729.6,11437.2,90880.0,0.33,0
628,IA,Story County,13394.4,11109.6,17617.2,14420.4,8673.6,15931.2,14914.8,72987.0,0.31,0
629,IA,Tama County,10204.8,10126.8,20044.8,14071.2,7198.8,9021.6,11120.4,68235.0,-0.65,1
630,IA,Taylor County,9884.4,9865.2,20257.2,15594.0,6991.2,8390.4,11212.8,73879.0,0.83,0
631,IA,Union County,10479.6,11718.0,18225.6,15594.0,7858.8,8260.8,11659.2,62328.0,0.03,0
632,IA,Van Buren County,10513.2,9895.2,20660.4,14331.6,7225.2,7461.6,10916.4,60364.0,0.19,0
633,IA,Wapello County,11120.4,9748.8,17714.4,14331.6,7388.4,8642.4,10546.8,95192.0,0.24,0
634,IA,Warren County,12412.8,10789.2,19718.4,12648.0,8216.4,13644.0,13549.2,77572.0,1.66,0
635,IA,Washington County,11091.6,10009.2,19585.2,14356.8,7470.0,12412.8,12626.4,61961.0,0.08,0
636,IA,Wayne County,9884.4,10213.2,20400.0,14331.6,7114.8,7404.0,10651.2,65215.0,1.03,0
637,IA,Webster County,10617.6,10154.4,17572.8,14394.0,7353.6,8604.0,10507.2,70113.0,-0.46,1
638,IA,Winnebago County,10326.0,10906.8,19510.8,16028.4,7516.8,8044.8,11710.8,84010.0,-0.64,1
639,IA,Winneshiek County,10345.2,10414.8,20606.4,16028.4,7347.6,9499.2,12369.6,72391.0,-0.44,1
640,IA,Woodbury County,11328.0,10300.8,16965.6,13182.0,7657.2,12259.2,11534.4,75842.0,0.37,0
641,IA,Worth County,10705.2,10906.8,20352.0,13174.8,7652.4,7773.6,11112.0,65311.0,-0.19,1
642,IA,Wright County,9884.4,10154.4,19280.4,16028.4,7094.4,8532.0,11228.4,60394.0,-0.31,1
643,ID,Ada County,18355.2,12728.4,16723.2,11658.0,11005.2,12912.0,14341.2,58539.0,1.09,0
644,ID,Adams County,11325.6,11890.8,20312.4,11522.4,8220.0,8352.0,9991.2,66482.0,2.34,0
645,ID,Bannock County,11947.2,11194.8,16366.8,12630.0,8193.6,8762.4,9134.4,68784.0,0.86,0
646,ID,Bear Lake County,11114.4,10531.2,20168.4,12500.4,7662.0,8352.0,9538.8,54158.0,0.53,0
647,ID,Benewah County,12326.4,11949.6,19278.0,12488.4,8595.6,9249.6,10816.8,66386.0,0.76,0
648,ID,Bingham County,11196.0,10183.2,19533.6,12500.4,7569.6,8352.0,9182.4,73219.0,0.84,0
649,ID,Blaine County,15614.4,14694.0,20185.2,13021.2,10731.6,11493.6,15211.2,72583.0,0.56,0
650,ID,Boise County,12752.4,12728.4,20790.0,11658.0,9021.6,12912.0,13030.8,67040.0,1.88,0
651,ID,Bonner County,12930.0,11194.8,18655.2,12488.4,8540.4,9249.6,10533.6,73171.0,2.22,0
652,ID,Bonneville County,13135.2,10964.4,16802.4,13300.8,8533.2,10200.0,10504.8,62790.0,1.41,0
653,ID,Boundary County,11367.6,11194.8,20329.2,12488.4,7992.0,9249.6,10377.6,54230.0,2.15,0
654,ID,Butte County,12228.0,14694.0,20641.2,13300.8,9534.0,8762.4,12728.4,62893.0,2.22,0
655,ID,Camas County,12080.4,14694.0,21219.6,13021.2,9480.0,8352.0,12598.8,61813.0,5.39,0
656,ID,Canyon County,16143.6,10732.8,17842.8,11658.0,9516.0,10200.0,11610.0,67129.0,2.7,0
657,ID,Caribou County,11083.2,11194.8,22146.0,12500.4,7887.6,8352.0,10513.2,60098.0,0.26,0
658,ID,Cassia County,11343.6,9979.2,19015.2,13021.2,7549.2,9249.6,9494.4,60006.0,0.2,0
659,ID,Clark County,12080.4,10066.8,21325.2,13165.2,7840.8,8352.0,10405.2,60097.0,-1.11,1
660,ID,Clearwater County,12027.6,13540.8,19684.8,12516.0,9054.0,9249.6,11640.0,54550.0,1.98,0
661,ID,Custer County,11959.2,14694.0,19728.0,13712.4,9436.8,11493.6,13468.8,55778.0,0.11,0
662,ID,Elmore County,12769.2,10472.4,17427.6,11522.4,8229.6,9249.6,9338.4,66515.0,1.13,0
663,ID,Franklin County,9913.2,10531.2,20816.4,12630.0,7239.6,10200.0,9903.6,64309.0,2.14,0
664,ID,Fremont County,11175.6,10066.8,19994.4,13165.2,7520.4,8352.0,9508.8,57425.0,1.28,0
665,ID,Gem County,14049.6,10732.8,17773.2,11658.0,8774.4,10200.0,10569.6,61329.0,3.02,0
666,ID,Gooding County,11746.8,10098.0,18931.2,13021.2,7731.6,8352.0,9346.8,52979.0,1.15,0
667,ID,Idaho County,12038.4,13540.8,20211.6,12516.0,9057.6,8352.0,11450.4,70943.0,1.43,0
668,ID,Jefferson County,13107.6,10789.2,20667.6,13300.8,8462.4,8762.4,11222.4,62489.0,2.59,0
669,ID,Jerome County,13165.2,10098.0,18932.4,13155.6,8234.4,8762.4,10257.6,69526.0,0.93,0
670,ID,Kootenai County,16484.4,11949.6,17119.2,12624.0,10068.0,10200.0,12493.2,72920.0,0.94,0
671,ID,Latah County,11586.0,12122.4,17130.0,12516.0,8394.0,11493.6,10647.6,58829.0,0.92,0
672,ID,Lemhi County,11066.4,13105.2,19360.8,13165.2,8558.4,9249.6,11048.4,56689.0,1.9,0
673,ID,Lewis County,11121.6,13540.8,19440.0,12516.0,8731.2,9249.6,11104.8,55405.0,0.38,0
674,ID,Lincoln County,11150.4,10098.0,20928.0,13021.2,7524.0,8352.0,9780.0,43554.0,1.21,0
675,ID,Madison County,12742.8,10066.8,17014.8,13165.2,8078.4,8352.0,9192.0,58761.0,-0.75,1
676,ID,Minidoka County,11245.2,9286.8,18870.0,13021.2,7270.8,8352.0,8726.4,75763.0,1.22,0
677,ID,Nez Perce County,13008.0,13540.8,17060.4,12650.4,9400.8,10200.0,11576.4,62474.0,0.18,0
678,ID,Oneida County,12726.0,10531.2,19975.2,12500.4,8235.6,9249.6,10579.2,53425.0,4.49,0
679,ID,Owyhee County,10986.0,10732.8,20316.0,11658.0,7687.2,10200.0,9992.4,63818.0,0.61,0
680,ID,Payette County,12318.0,11890.8,17775.6,11522.4,8574.0,9249.6,9916.8,61493.0,1.3,0
681,ID,Power County,11671.2,11194.8,19227.6,12630.0,8095.2,8762.4,10004.4,53008.0,1.44,0
682,ID,Shoshone County,11341.2,11949.6,19008.0,12488.4,8246.4,9091.2,10214.4,92334.0,0.65,0
683,ID,Teton County,14718.0,15535.2,20858.4,13165.2,10711.2,11493.6,15477.6,64151.0,0.24,0
684,ID,Twin Falls County,13258.8,11079.6,17606.4,13155.6,8617.2,8762.4,10321.2,79062.0,1.42,0
685,ID,Valley County,12216.0,11890.8,20472.0,11522.4,8535.6,11493.6,11600.4,50075.0,1.56,0
686,ID,Washington County,11931.6,11890.8,18338.4,11522.4,8434.8,8352.0,9560.4,70670.0,2.49,0
687,IL,Adams County,10566.0,10270.8,17149.2,17829.6,7376.4,8916.0,11564.4,46541.0,-0.18,1
688,IL,Alexander County,9649.2,9748.8,18776.4,21492.0,6868.8,9264.0,12847.2,78328.0,-3.02,1
689,IL,Bond County,10084.8,10183.2,18920.4,18151.2,7174.8,9264.0,12140.4,81081.0,-0.52,1
690,IL,Boone County,13534.8,9979.2,18742.8,15000.0,8324.4,12832.8,13718.4,82146.0,0.25,0
691,IL,Brown County,9579.6,10270.8,19285.2,17829.6,7028.4,8916.0,11815.2,72504.0,-0.35,1
692,IL,Bureau County,10072.8,9979.2,19077.6,17239.2,7100.4,8916.0,11636.4,79142.0,-0.3,1
693,IL,Calhoun County,9409.2,9055.2,21094.8,18151.2,6535.2,9264.0,12009.6,70213.0,-0.83,1
694,IL,Carroll County,9607.2,10098.0,18846.0,19048.8,6974.4,8916.0,12006.0,63010.0,-0.34,1
695,IL,Cass County,9906.0,9373.2,18271.2,17829.6,6825.6,8916.0,11244.0,84634.0,-0.33,1
696,IL,Champaign County,13448.4,10761.6,15801.6,19038.0,8574.0,12832.8,14385.6,66614.0,-0.25,1
697,IL,Christian County,10188.0,9720.0,18151.2,17829.6,7048.8,8916.0,11464.8,68402.0,-0.49,1
698,IL,Clark County,10376.4,9662.4,19216.8,19011.6,7093.2,8916.0,12273.6,58816.0,-0.47,1
699,IL,Clay County,9594.0,9921.6,19297.2,21462.0,6909.6,8916.0,12870.0,82805.0,-0.6,1
700,IL,Clinton County,11085.6,10183.2,19819.2,18151.2,7527.6,9264.0,12853.2,62852.0,-0.41,1
701,IL,Coles County,10533.6,9634.8,17050.8,19011.6,7141.2,8916.0,11654.4,82910.0,-0.62,1
702,IL,Cook County,18212.4,11803.2,14030.4,11772.0,10626.0,16677.6,15387.6,65641.0,-0.48,1
703,IL,Crawford County,9843.6,8997.6,18699.6,21462.0,6670.8,8916.0,12384.0,72935.0,-1.05,1
704,IL,Cumberland County,9579.6,9634.8,20024.4,19011.6,6805.2,8916.0,12146.4,83201.0,-0.46,1
705,IL,De Witt County,10339.2,9895.2,19204.8,18027.6,7161.6,8916.0,12063.6,70871.0,0.0,1
706,IL,DeKalb County,14654.4,11281.2,17418.0,18162.0,9182.4,16677.6,16982.4,71244.0,0.06,0
707,IL,Douglas County,10651.2,9634.8,19192.8,19011.6,7183.2,8916.0,12368.4,117059.0,-0.19,1
708,IL,DuPage County,21494.4,12151.2,17416.8,12696.0,11912.4,16677.6,18630.0,66862.0,-0.05,1
709,IL,Edgar County,9801.6,9662.4,18289.2,19011.6,6890.4,8916.0,11700.0,72826.0,-0.31,1
710,IL,Edwards County,10015.2,9114.0,19854.0,21462.0,6771.6,8916.0,12890.4,75177.0,-1.49,1
711,IL,Effingham County,10437.6,9921.6,18734.4,21462.0,7208.4,8916.0,13102.8,59388.0,0.09,0
712,IL,Fayette County,9764.4,9459.6,19515.6,21462.0,6806.4,8916.0,12789.6,68558.0,-0.5,1
713,IL,Ford County,9871.2,10761.6,19009.2,19011.6,7305.6,8916.0,12454.8,55996.0,-0.05,1
714,IL,Franklin County,9708.0,9230.4,18204.0,21462.0,6704.4,8916.0,12268.8,65026.0,-0.21,1
715,IL,Fulton County,10320.0,10384.8,18634.8,19038.0,7332.0,9264.0,12506.4,57171.0,-1.2,1
716,IL,Gallatin County,10156.8,9256.8,20110.8,21462.0,6876.0,8916.0,13118.4,60583.0,-3.17,1
717,IL,Greene County,9763.2,9055.2,19557.6,18123.6,6662.4,8916.0,11522.4,90141.0,-0.83,1
718,IL,Grundy County,15800.4,10964.4,18594.0,12372.0,9476.4,9264.0,13003.2,64124.0,0.81,0
719,IL,Hamilton County,9864.0,9256.8,19623.6,21462.0,6772.8,8916.0,12805.2,67415.0,-0.88,1
720,IL,Hancock County,10078.8,10126.8,19844.4,17239.2,7153.2,8916.0,11977.2,69518.0,-0.39,1
721,IL,Hardin County,9579.6,9256.8,20023.2,21462.0,6672.0,8916.0,12800.4,62000.0,-0.08,1
722,IL,Henderson County,10376.4,10472.4,20073.6,17239.2,7381.2,8916.0,12348.0,78150.0,-1.3,1
723,IL,Henry County,10947.6,10240.8,19263.6,14914.8,7501.2,9264.0,11583.6,68964.0,-0.3,1
724,IL,Iroquois County,9912.0,9345.6,18955.2,19011.6,6817.2,8916.0,11833.2,61076.0,-1.35,1
725,IL,Jackson County,10936.8,10098.0,16395.6,21492.0,7444.8,9264.0,12772.8,69335.0,-0.64,1
726,IL,Jasper County,10124.4,9921.6,20278.8,21462.0,7099.2,8916.0,13446.0,63731.0,-0.31,1
727,IL,Jefferson County,10738.8,9662.4,18298.8,21462.0,7222.8,8916.0,12938.4,86756.0,-0.27,1
728,IL,Jersey County,9649.2,9055.2,19975.2,18151.2,6621.6,9264.0,11757.6,76945.0,-0.47,1
729,IL,Jo Daviess County,9880.8,10300.8,19473.6,19048.8,7146.0,8916.0,12416.4,65122.0,-0.41,1
730,IL,Johnson County,10825.2,9950.4,19766.4,21492.0,7356.0,9264.0,13728.0,97554.0,-0.49,1
731,IL,Kane County,18446.4,11166.0,18846.0,13177.2,10485.6,16677.6,17391.6,75231.0,0.16,0
732,IL,Kankakee County,13968.0,10384.8,17370.0,12372.0,8623.2,12832.8,12789.6,108138.0,-0.05,1
733,IL,Kendall County,19326.0,10675.2,20257.2,12372.0,10623.6,16677.6,17876.4,65005.0,1.81,0
734,IL,Knox County,9934.8,10328.4,16921.2,19011.6,7174.8,8916.0,11646.0,111388.0,-0.43,1
735,IL,Lake County,19287.6,11890.8,18310.8,12067.2,11041.2,16677.6,17566.8,72955.0,-0.16,1
736,IL,Lawrence County,9901.2,9230.4,18452.4,21462.0,6771.6,8916.0,12447.6,77646.0,-0.52,1
737,IL,Lee County,10412.4,10098.0,18099.6,19048.8,7260.0,8916.0,12174.0,72940.0,-0.84,1
738,IL,Livingston County,10802.4,10154.4,18225.6,18027.6,7419.6,8916.0,12040.8,76454.0,-0.55,1
739,IL,Logan County,10922.4,9634.8,17685.6,17829.6,7278.0,8916.0,11618.4,72368.0,-0.27,1
740,IL,Macon County,11419.2,9895.2,16446.0,17857.2,7546.8,9264.0,11719.2,69203.0,-0.73,1
741,IL,Macoupin County,10060.8,10009.2,18402.0,18151.2,7105.2,9264.0,11881.2,79690.0,-0.24,1
742,IL,Madison County,11674.8,10357.2,17691.6,13640.4,7801.2,12832.8,12237.6,62272.0,-0.31,1
743,IL,Marion County,9952.8,8912.4,17766.0,21462.0,6678.0,8916.0,12096.0,74522.0,-0.63,1
744,IL,Marshall County,9465.6,11629.2,19830.0,18771.6,7472.4,9264.0,13012.8,63293.0,0.1,0
745,IL,Mason County,9811.2,10384.8,18915.6,17829.6,7150.8,8916.0,11856.0,62665.0,-1.39,1
746,IL,Massac County,10556.4,9634.8,17853.6,21462.0,7147.2,8916.0,12734.4,93451.0,-1.2,1
747,IL,McDonough County,10419.6,10300.8,17660.4,19011.6,7335.6,8916.0,12093.6,102984.0,-0.28,1
748,IL,McHenry County,18794.4,11194.8,19560.0,14006.4,10617.6,16677.6,18133.2,95238.0,0.4,0
749,IL,McLean County,13218.0,10761.6,17482.8,18054.0,8490.0,12832.8,14577.6,70811.0,-0.28,1
750,IL,Menard County,10320.0,10993.2,20072.4,17857.2,7546.8,9264.0,12880.8,76254.0,-0.98,1
751,IL,Mercer County,9967.2,10502.4,20020.8,14914.8,7246.8,9264.0,11515.2,104011.0,-0.3,1
752,IL,Monroe County,12122.4,10472.4,19650.0,13640.4,7999.2,12832.8,13118.4,68616.0,-0.13,1
753,IL,Montgomery County,10056.0,9574.8,18397.2,18123.6,6949.2,8916.0,11547.6,64632.0,-0.85,1
754,IL,Morgan County,10045.2,9373.2,17434.8,17829.6,6876.0,8916.0,11028.0,73574.0,-0.49,1
755,IL,Moultrie County,10339.2,9200.4,18914.4,17829.6,6916.8,8916.0,11600.4,76972.0,-0.23,1
756,IL,Ogle County,10958.4,10646.4,18771.6,18134.4,7650.0,9974.4,12910.8,75040.0,-0.16,1
757,IL,Peoria County,11710.8,10819.2,16795.2,18771.6,7978.8,12832.8,13886.4,66306.0,-0.27,1
758,IL,Perry County,10340.4,9082.8,18531.6,21462.0,6879.6,8916.0,12634.8,84909.0,-0.04,1
759,IL,Piatt County,13004.4,10761.6,20068.8,19038.0,8414.4,9264.0,14341.2,64212.0,0.23,0
760,IL,Pike County,9643.2,9488.4,19411.2,17829.6,6772.8,8916.0,11520.0,65949.0,-1.08,1
761,IL,Pope County,9964.8,9256.8,19947.6,21462.0,6807.6,8916.0,12969.6,48830.0,-1.04,1
762,IL,Pulaski County,10429.2,9807.6,19554.0,21462.0,7165.2,8916.0,13324.8,79536.0,-0.79,1
763,IL,Putnam County,10250.4,9979.2,21270.0,19011.6,7164.0,8916.0,13036.8,71013.0,0.14,0
764,IL,Randolph County,9928.8,9574.8,18710.4,18123.6,6904.8,8916.0,11592.0,67313.0,-0.7,1
765,IL,Richland County,10308.0,9230.4,18231.6,21462.0,6915.6,8916.0,12553.2,72147.0,-0.43,1
766,IL,Rock Island County,11302.8,10502.4,16412.4,14914.8,7722.0,12832.8,12165.6,77037.0,-0.23,1
767,IL,Saline County,10069.2,9256.8,17680.8,21462.0,6846.0,8916.0,12294.0,85524.0,-0.78,1
768,IL,Sangamon County,11785.2,10993.2,16570.8,17857.2,8066.4,12832.8,13622.4,66637.0,-0.34,1
769,IL,Schuyler County,9684.0,10300.8,18912.0,17829.6,7075.2,8916.0,11745.6,71834.0,-0.3,1
770,IL,Scott County,9639.6,9373.2,20372.4,17829.6,6732.0,8916.0,11778.0,67286.0,-1.28,1
771,IL,Shelby County,9757.2,9200.4,19430.4,17829.6,6711.6,8916.0,11463.6,69745.0,-0.69,1
772,IL,St. Clair County,12403.2,10819.2,17010.0,13640.4,8222.4,12832.8,12546.0,55954.0,-0.49,1
773,IL,Stark County,9861.6,10240.8,20325.6,18771.6,7117.2,9264.0,12717.6,64018.0,-1.79,1
774,IL,Stephenson County,9775.2,10789.2,17332.8,19048.8,7281.6,8916.0,11920.8,80980.0,-1.04,1
775,IL,Tazewell County,11167.2,10098.0,18086.4,18771.6,7530.0,12832.8,13731.6,62663.0,-0.05,1
776,IL,Union County,10059.6,10098.0,19063.2,21462.0,7136.4,8916.0,13105.2,60740.0,-0.63,1
777,IL,Vermilion County,11127.6,10009.2,17312.4,19038.0,7482.0,9264.0,12280.8,72737.0,-0.63,1
778,IL,Wabash County,10531.2,9114.0,18374.4,21462.0,6956.4,8916.0,12648.0,63321.0,-0.89,1
779,IL,Warren County,10364.4,10328.4,18505.2,17239.2,7327.2,8916.0,11791.2,80728.0,-1.07,1
780,IL,Washington County,10482.0,10183.2,20139.6,18123.6,7318.8,8916.0,12540.0,63086.0,-0.64,1
781,IL,Wayne County,9646.8,9662.4,19161.6,21462.0,6836.4,8916.0,12736.8,62774.0,-0.52,1
782,IL,White County,10084.8,9837.6,18742.8,21462.0,7053.6,8916.0,12901.2,69989.0,-1.43,1
