state_abv,county,family,housing_yearly,food_yearly,transportation_yearly,healthcare_yearly,misc_yearly,childcare_yearly,taxes_yearly,total_yearly,median_family_income,num_counties_in_st,st_cost_rank,st_med_aff_rank,st_income_rank
AL,Autauga County,1p0c,"$9,804","$4,020","$13,320","$6,120","$4,896",$0,"$7,488","$45,636"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,1p1c,"$13,368","$5,928","$16,380","$9,072","$6,840","$6,240","$9,132","$66,960"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,1p2c,"$13,368","$8,676","$18,840","$12,036","$7,812","$12,144","$11,388","$84,252"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,1p3c,"$16,992","$11,592","$20,040","$14,988","$10,116","$13,956","$14,808","$102,492"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,1p4c,"$16,992","$14,184","$20,904","$17,940","$11,040","$13,956","$17,688","$112,704"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,2p0c,"$11,184","$7,380","$15,744","$12,240","$6,576",$0,"$9,408","$62,520"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,2p1c,"$13,368","$9,180","$18,108","$15,192","$7,980","$6,240","$11,244","$81,336"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,2p2c,"$13,368","$11,616","$19,248","$18,144","$8,844","$12,144","$12,144","$95,520"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,2p3c,"$16,992","$14,196","$20,052","$21,108","$11,040","$13,956","$14,376","$111,708"," 83,790 ",67.0,8.0,58.0,7.0
AL,Autauga County,2p4c,"$16,992","$17,376","$20,700","$24,060","$12,168","$13,956","$17,052","$122,292"," 83,790 ",67.0,8.0,58.0,7.0
AL,Baldwin County,1p0c,"$11,088","$4,548","$13,368","$5,760","$5,532",$0,"$7,992","$48,300"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,1p1c,"$14,472","$6,708","$17,268","$8,544","$7,500","$6,840","$9,984","$71,304"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,1p2c,"$14,472","$9,816","$19,008","$11,316","$8,592","$13,512","$12,732","$89,448"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,1p3c,"$18,408","$13,104","$20,184","$14,100","$11,160","$15,564","$16,716","$109,224"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,1p4c,"$18,408","$16,044","$21,024","$16,872","$12,192","$15,564","$19,680","$119,784"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,2p0c,"$11,136","$8,340","$16,620","$11,520","$6,900",$0,"$9,744","$64,248"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,2p1c,"$14,472","$10,380","$18,276","$14,292","$8,796","$6,840","$11,976","$85,032"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,2p2c,"$14,472","$13,140","$19,392","$17,076","$9,780","$13,512","$13,128","$100,488"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,2p3c,"$18,408","$16,044","$20,172","$19,860","$12,204","$15,564","$16,044","$118,284"," 89,953 ",67.0,4.0,62.0,4.0
AL,Baldwin County,2p4c,"$18,408","$19,644","$20,796","$22,632","$13,476","$15,564","$18,900","$129,408"," 89,953 ",67.0,4.0,62.0,4.0
AL,Barbour County,1p0c,"$6,696","$3,864","$12,708","$5,640","$3,744",$0,"$6,168","$38,820"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,1p1c,"$8,880","$5,700","$15,468","$8,364","$5,160","$4,740","$6,780","$55,104"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,1p2c,"$8,880","$8,340","$17,100","$11,088","$6,096","$9,132","$7,368","$68,016"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,1p3c,"$11,292","$11,136","$18,312","$13,824","$7,944","$10,488","$9,300","$82,284"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,1p4c,"$11,292","$13,632","$19,200","$16,548","$8,820","$10,488","$11,868","$91,836"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,2p0c,"$6,744","$7,092","$14,820","$11,292","$4,896",$0,"$7,404","$52,236"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,2p1c,"$8,880","$8,820","$16,356","$14,016","$6,264","$4,740","$8,532","$67,620"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,2p2c,"$8,880","$11,172","$17,472","$16,740","$7,092","$9,132","$8,916","$79,404"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,2p3c,"$11,292","$13,644","$18,300","$19,464","$8,832","$10,488","$9,876","$91,884"," 55,672 ",67.0,63.0,16.0,58.0
AL,Barbour County,2p4c,"$11,292","$16,692","$19,824","$22,188","$9,912","$10,488","$12,096","$102,492"," 55,672 ",67.0,63.0,16.0,58.0
AL,Bibb County,1p0c,"$7,824","$3,672","$14,100","$6,216","$4,068",$0,"$6,948","$42,828"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,1p1c,"$9,708","$5,424","$18,276","$9,228","$5,352","$6,240","$8,244","$62,472"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,1p2c,"$9,708","$7,932","$20,160","$12,228","$6,240","$12,504","$9,996","$78,768"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,1p3c,"$12,420","$10,584","$21,444","$15,240","$8,148","$14,424","$12,768","$95,040"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,1p4c,"$12,420","$12,960","$22,368","$18,252","$8,988","$14,424","$15,480","$104,892"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,2p0c,"$8,508","$6,744","$17,556","$12,444","$5,400",$0,"$8,808","$59,448"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,2p1c,"$9,708","$8,388","$19,332","$15,444","$6,408","$6,240","$10,128","$75,660"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,2p2c,"$9,708","$10,620","$20,544","$18,456","$7,200","$12,504","$11,064","$90,084"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,2p3c,"$12,420","$12,972","$21,396","$21,456","$8,988","$14,424","$12,528","$104,196"," 70,064 ",67.0,19.0,34.0,25.0
AL,Bibb County,2p4c,"$12,420","$15,876","$22,080","$24,468","$10,020","$14,424","$15,024","$114,312"," 70,064 ",67.0,19.0,34.0,25.0
AL,Blount County,1p0c,"$7,260","$3,624","$13,800","$6,216","$3,852",$0,"$6,672","$41,436"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,1p1c,"$9,012","$5,340","$18,048","$9,228","$5,076","$9,768","$8,796","$65,280"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,1p2c,"$9,012","$7,812","$19,992","$12,228","$5,952","$17,556","$11,280","$83,832"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,1p3c,"$11,544","$10,428","$21,312","$15,240","$7,776","$19,956","$14,280","$100,524"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,1p4c,"$11,544","$12,768","$22,248","$18,252","$8,604","$19,956","$17,040","$110,400"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,2p0c,"$7,896","$6,636","$17,364","$12,444","$5,148",$0,"$8,520","$58,020"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,2p1c,"$9,012","$8,268","$19,188","$15,444","$6,120","$9,768","$10,692","$78,480"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,2p2c,"$9,012","$10,452","$20,424","$18,456","$6,888","$17,556","$12,012","$94,812"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,2p3c,"$11,544","$12,768","$21,312","$21,456","$8,604","$19,956","$13,824","$109,464"," 73,528 ",67.0,9.0,32.0,16.0
AL,Blount County,2p4c,"$11,544","$15,636","$22,008","$24,468","$9,624","$19,956","$16,356","$119,568"," 73,528 ",67.0,9.0,32.0,16.0
AL,Bullock County,1p0c,"$7,440","$4,320","$14,496","$5,640","$4,164",$0,"$6,984","$43,032"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,1p1c,"$9,840","$6,360","$17,040","$8,364","$5,736","$6,516","$8,160","$62,028"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,1p2c,"$9,840","$9,300","$18,540","$11,088","$6,780","$12,960","$9,900","$78,420"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,1p3c,"$11,988","$12,420","$19,644","$13,824","$8,640","$14,940","$12,456","$93,912"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,1p4c,"$11,988","$15,216","$20,460","$16,548","$9,636","$14,940","$15,228","$103,992"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,2p0c,"$7,572","$7,908","$16,308","$11,292","$5,484",$0,"$8,304","$56,856"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,2p1c,"$9,840","$9,840","$17,712","$14,016","$6,972","$6,516","$9,972","$74,868"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,2p2c,"$9,840","$12,456","$18,744","$16,740","$7,896","$12,960","$10,968","$89,616"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,2p3c,"$11,988","$15,216","$19,512","$19,464","$9,636","$14,940","$12,228","$102,984"," 43,750 ",67.0,21.0,2.0,66.0
AL,Bullock County,2p4c,"$11,988","$18,624","$21,036","$22,188","$10,836","$14,940","$15,132","$114,744"," 43,750 ",67.0,21.0,2.0,66.0
AL,Butler County,1p0c,"$6,912","$3,672","$14,652","$5,844","$3,744",$0,"$6,696","$41,532"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,1p1c,"$9,132","$5,424","$17,172","$8,676","$5,148","$6,552","$7,716","$59,820"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,1p2c,"$9,132","$7,932","$18,636","$11,508","$6,036","$13,032","$9,156","$75,444"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,1p3c,"$11,112","$10,584","$19,728","$14,328","$7,680","$15,024","$11,292","$89,772"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,1p4c,"$11,112","$12,960","$20,532","$17,160","$8,520","$15,024","$13,908","$99,216"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,2p0c,"$7,968","$6,744","$16,416","$11,700","$5,208",$0,"$8,172","$56,208"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,2p1c,"$9,132","$8,388","$17,808","$14,520","$6,204","$6,552","$9,408","$72,024"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,2p2c,"$9,132","$10,620","$18,828","$17,352","$6,996","$13,032","$10,296","$86,256"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,2p3c,"$11,112","$12,972","$19,572","$20,184","$8,532","$15,024","$11,256","$98,640"," 59,217 ",67.0,35.0,14.0,56.0
AL,Butler County,2p4c,"$11,112","$15,876","$21,096","$23,004","$9,552","$15,024","$13,812","$109,488"," 59,217 ",67.0,35.0,14.0,56.0
AL,Calhoun County,1p0c,"$7,260","$4,044","$12,780","$5,868","$4,008",$0,"$6,480","$40,428"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,1p1c,"$9,624","$5,964","$15,384","$8,688","$5,520","$5,820","$7,452","$58,440"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,1p2c,"$9,624","$8,724","$16,860","$11,520","$6,492","$11,628","$8,688","$73,560"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,1p3c,"$13,056","$11,652","$17,928","$14,352","$8,748","$13,416","$11,568","$90,720"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,1p4c,"$13,056","$14,268","$19,524","$17,184","$9,672","$13,416","$14,592","$101,712"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,2p0c,"$7,308","$7,416","$14,784","$11,724","$5,208",$0,"$7,788","$54,240"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,2p1c,"$9,624","$9,228","$16,188","$14,556","$6,672","$5,820","$9,288","$71,376"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,2p2c,"$9,624","$11,688","$17,196","$17,388","$7,548","$11,628","$10,080","$85,140"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,2p3c,"$13,056","$14,268","$18,744","$20,220","$9,672","$13,416","$11,784","$101,160"," 68,959 ",67.0,43.0,44.0,28.0
AL,Calhoun County,2p4c,"$13,056","$17,472","$19,368","$23,040","$10,812","$13,416","$14,304","$111,468"," 68,959 ",67.0,43.0,44.0,28.0
AL,Chambers County,1p0c,"$8,256","$3,660","$13,236","$5,640","$4,224",$0,"$6,732","$41,760"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,1p1c,"$10,932","$5,400","$15,780","$8,364","$5,784","$7,116","$8,040","$61,416"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,1p2c,"$10,932","$7,908","$17,268","$11,088","$6,672","$13,788","$9,612","$77,268"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,1p3c,"$13,308","$10,560","$18,360","$13,824","$8,448","$15,840","$12,024","$92,364"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,1p4c,"$13,308","$12,924","$19,176","$16,548","$9,288","$15,840","$14,568","$101,652"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,2p0c,"$8,304","$6,720","$15,144","$11,292","$5,316",$0,"$7,872","$54,648"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,2p1c,"$10,932","$8,364","$16,548","$14,016","$6,828","$7,116","$9,708","$73,512"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,2p2c,"$10,932","$10,584","$17,580","$16,740","$7,620","$13,788","$10,620","$87,864"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,2p3c,"$13,308","$12,936","$18,324","$19,464","$9,288","$15,840","$11,712","$100,872"," 60,000 ",67.0,29.0,12.0,51.0
AL,Chambers County,2p4c,"$13,308","$15,828","$19,812","$22,188","$10,320","$15,840","$14,352","$111,636"," 60,000 ",67.0,29.0,12.0,51.0
AL,Cherokee County,1p0c,"$6,888","$3,720","$13,404","$5,844","$3,756",$0,"$6,396","$40,020"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,1p1c,"$9,108","$5,484","$16,152","$8,676","$5,172","$3,972","$6,840","$55,404"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,1p2c,"$9,108","$8,028","$17,772","$11,508","$6,072","$7,944","$7,320","$67,740"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,1p3c,"$11,508","$10,716","$18,972","$14,328","$7,872","$9,168","$9,168","$81,732"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,1p4c,"$11,508","$13,128","$19,848","$17,160","$8,724","$9,168","$11,688","$91,224"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,2p0c,"$7,008","$6,828","$15,492","$11,700","$4,896",$0,"$7,668","$53,580"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,2p1c,"$9,108","$8,496","$17,016","$14,520","$6,228","$3,972","$8,604","$67,956"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,2p2c,"$9,108","$10,752","$18,132","$17,352","$7,032","$7,944","$8,868","$79,200"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,2p3c,"$11,508","$13,128","$18,960","$20,184","$8,724","$9,168","$9,780","$91,452"," 63,429 ",67.0,64.0,40.0,41.0
AL,Cherokee County,2p4c,"$11,508","$16,068","$20,520","$23,004","$9,768","$9,168","$11,976","$102,012"," 63,429 ",67.0,64.0,40.0,41.0
AL,Chilton County,1p0c,"$7,404","$3,912","$13,572","$6,216","$4,008",$0,"$6,756","$41,868"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,1p1c,"$9,060","$5,772","$16,392","$9,228","$5,244","$6,444","$7,728","$59,880"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,1p2c,"$9,060","$8,436","$18,024","$12,228","$6,192","$12,540","$9,228","$75,720"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,1p3c,"$12,432","$11,268","$19,200","$15,240","$8,388","$14,412","$12,264","$93,204"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,1p4c,"$12,432","$13,788","$20,916","$18,252","$9,288","$14,412","$15,348","$104,448"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,2p0c,"$7,608","$7,176","$15,720","$12,444","$5,232",$0,"$8,208","$56,376"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,2p1c,"$9,060","$8,928","$17,244","$15,444","$6,372","$6,444","$9,624","$73,128"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,2p2c,"$9,060","$11,292","$18,348","$18,456","$7,212","$12,540","$10,536","$87,444"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,2p3c,"$12,432","$13,800","$20,004","$21,456","$9,288","$14,412","$12,432","$103,836"," 72,090 ",67.0,30.0,49.0,19.0
AL,Chilton County,2p4c,"$12,432","$16,896","$20,700","$24,468","$10,380","$14,412","$15,012","$114,300"," 72,090 ",67.0,30.0,49.0,19.0
AL,Choctaw County,1p0c,"$6,720","$3,756","$14,028","$5,640","$3,708",$0,"$6,456","$40,308"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,1p1c,"$8,880","$5,532","$17,136","$8,364","$5,100","$5,388","$7,308","$57,708"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,1p2c,"$8,880","$8,100","$18,984","$11,088","$6,012","$10,776","$8,352","$72,204"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,1p3c,"$11,052","$10,812","$20,340","$13,824","$7,740","$12,432","$10,428","$86,628"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,1p4c,"$11,052","$13,236","$21,348","$16,548","$8,604","$12,432","$13,104","$96,324"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,2p0c,"$6,744","$6,888","$16,392","$11,292","$4,824",$0,"$7,716","$53,856"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,2p1c,"$8,880","$8,568","$18,120","$14,016","$6,180","$5,388","$9,048","$70,200"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,2p2c,"$8,880","$10,848","$19,392","$16,740","$6,984","$10,776","$9,708","$83,328"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,2p3c,"$11,052","$13,248","$20,328","$19,464","$8,604","$12,432","$10,668","$95,796"," 64,349 ",67.0,51.0,30.0,39.0
AL,Choctaw County,2p4c,"$11,052","$16,212","$22,032","$22,188","$9,648","$12,432","$13,128","$106,692"," 64,349 ",67.0,51.0,30.0,39.0
AL,Clarke County,1p0c,"$6,720","$3,684","$13,680","$5,844","$3,684",$0,"$6,396","$40,020"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,1p1c,"$8,880","$5,436","$16,644","$8,676","$5,064","$6,708","$7,548","$58,980"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,1p2c,"$8,880","$7,956","$18,384","$11,508","$5,964","$13,428","$9,108","$75,216"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,1p3c,"$12,624","$10,620","$19,656","$14,328","$8,232","$15,492","$12,264","$93,216"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,1p4c,"$12,624","$13,008","$20,592","$17,160","$9,072","$15,492","$14,892","$102,840"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,2p0c,"$6,876","$6,756","$15,900","$11,700","$4,824",$0,"$7,704","$53,772"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,2p1c,"$8,880","$8,412","$17,532","$14,520","$6,120","$6,708","$9,312","$71,496"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,2p2c,"$8,880","$10,644","$18,720","$17,352","$6,912","$13,428","$10,296","$86,244"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,2p3c,"$12,624","$13,008","$19,584","$20,184","$9,072","$15,492","$11,976","$101,940"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clarke County,2p4c,"$12,624","$15,924","$21,192","$23,004","$10,104","$15,492","$14,700","$113,052"," 64,688 ",67.0,36.0,23.0,36.0
AL,Clay County,1p0c,"$6,240","$3,564","$13,944","$5,844","$3,468",$0,"$6,264","$39,336"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,1p1c,"$8,880","$5,256","$16,608","$8,676","$5,004","$5,304","$7,128","$56,856"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,1p2c,"$8,880","$7,692","$18,180","$11,508","$5,868","$9,996","$7,800","$69,912"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,1p3c,"$12,012","$10,272","$19,332","$14,328","$7,884","$11,448","$10,104","$85,380"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,1p4c,"$12,012","$12,576","$20,184","$17,160","$8,700","$11,448","$12,672","$94,752"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,2p0c,"$7,512","$6,540","$15,912","$11,700","$4,968",$0,"$7,836","$54,468"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,2p1c,"$8,880","$8,136","$17,388","$14,520","$6,024","$5,304","$8,832","$69,072"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,2p2c,"$8,880","$10,296","$18,468","$17,352","$6,792","$9,996","$9,252","$81,036"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,2p3c,"$12,012","$12,576","$19,272","$20,184","$8,700","$11,448","$10,428","$94,620"," 60,216 ",67.0,60.0,22.0,50.0
AL,Clay County,2p4c,"$12,012","$15,396","$20,820","$23,004","$9,708","$11,448","$12,732","$105,108"," 60,216 ",67.0,60.0,22.0,50.0
AL,Cleburne County,1p0c,"$6,732","$4,080","$13,500","$5,640","$3,828",$0,"$6,444","$40,224"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,1p1c,"$8,892","$6,012","$16,308","$8,364","$5,280","$5,304","$7,236","$57,396"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,1p2c,"$8,892","$8,796","$17,952","$11,088","$6,264","$9,996","$8,088","$71,076"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,1p3c,"$11,592","$11,748","$19,152","$13,824","$8,268","$11,448","$10,356","$86,376"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,1p4c,"$11,592","$14,388","$20,040","$16,548","$9,192","$11,448","$13,104","$96,288"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,2p0c,"$7,128","$7,476","$15,648","$11,292","$5,172",$0,"$7,860","$54,564"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,2p1c,"$8,892","$9,312","$17,184","$14,016","$6,444","$5,304","$9,048","$70,188"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,2p2c,"$8,892","$11,784","$18,312","$16,740","$7,320","$9,996","$9,564","$82,608"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,2p3c,"$11,592","$14,388","$19,140","$19,464","$9,204","$11,448","$10,692","$95,916"," 71,833 ",67.0,54.0,55.0,20.0
AL,Cleburne County,2p4c,"$11,592","$17,616","$20,700","$22,188","$10,344","$11,448","$13,224","$107,100"," 71,833 ",67.0,54.0,55.0,20.0
AL,Coffee County,1p0c,"$7,284","$4,320","$13,392","$5,640","$4,116",$0,"$6,672","$41,424"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,1p1c,"$9,636","$6,372","$16,500","$8,364","$5,664","$4,740","$7,524","$58,812"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,1p2c,"$9,636","$9,324","$18,984","$11,088","$6,720","$9,132","$8,700","$73,584"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,1p3c,"$13,692","$12,456","$20,208","$13,824","$9,252","$10,488","$11,856","$91,776"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,1p4c,"$13,692","$15,252","$21,084","$16,548","$10,248","$10,488","$14,652","$101,952"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,2p0c,"$7,500","$7,932","$15,840","$11,292","$5,460",$0,"$8,172","$56,196"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,2p1c,"$9,636","$9,876","$18,228","$14,016","$6,912","$4,740","$9,600","$73,008"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,2p2c,"$9,636","$12,492","$19,380","$16,740","$7,836","$9,132","$10,116","$85,332"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,2p3c,"$13,692","$15,252","$20,208","$19,464","$10,248","$10,488","$11,772","$101,124"," 76,211 ",67.0,42.0,61.0,13.0
AL,Coffee County,2p4c,"$13,692","$18,672","$20,856","$22,188","$11,460","$10,488","$14,376","$111,732"," 76,211 ",67.0,42.0,61.0,13.0
AL,Colbert County,1p0c,"$7,260","$4,236","$12,780","$5,832","$4,068",$0,"$6,528","$40,704"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,1p1c,"$10,260","$6,240","$15,708","$8,652","$5,844","$7,356","$8,208","$62,256"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,1p2c,"$10,260","$9,132","$17,328","$11,460","$6,864","$14,196","$10,152","$79,392"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,1p3c,"$12,648","$12,204","$19,284","$14,280","$8,796","$16,296","$13,236","$96,744"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,1p4c,"$12,648","$14,940","$20,136","$17,100","$9,768","$16,296","$16,056","$106,944"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,2p0c,"$7,800","$7,764","$15,120","$11,664","$5,508",$0,"$8,136","$55,992"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,2p1c,"$10,260","$9,672","$16,644","$14,484","$7,056","$7,356","$10,116","$75,564"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,2p2c,"$10,260","$12,228","$18,528","$17,292","$7,956","$14,196","$11,424","$91,896"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,2p3c,"$12,648","$14,940","$19,332","$20,112","$9,768","$16,296","$12,984","$106,080"," 69,400 ",67.0,12.0,24.0,27.0
AL,Colbert County,2p4c,"$12,648","$18,288","$19,968","$22,932","$10,956","$16,296","$15,624","$116,712"," 69,400 ",67.0,12.0,24.0,27.0
AL,Conecuh County,1p0c,"$6,720","$3,732","$14,256","$5,844","$3,696",$0,"$6,552","$40,824"," 55,380 ",67.0,31.0,9.0,59.0
AL,Conecuh County,1p1c,"$8,880","$5,508","$17,160","$8,676","$5,088","$6,708","$7,704","$59,724"," 55,380 ",67.0,31.0,9.0,59.0
AL,Conecuh County,1p2c,"$8,880","$8,052","$18,864","$11,508","$6,000","$13,428","$9,300","$76,020"," 55,380 ",67.0,31.0,9.0,59.0
AL,Conecuh County,1p3c,"$12,096","$10,752","$20,124","$14,328","$8,088","$15,492","$12,228","$93,108"," 55,380 ",67.0,31.0,9.0,59.0
AL,Conecuh County,1p4c,"$12,096","$13,164","$21,048","$17,160","$8,940","$15,492","$14,880","$102,768"," 55,380 ",67.0,31.0,9.0,59.0
