state_abv,county,family,housing_yearly,food_yearly,transportation_yearly,healthcare_yearly,misc_yearly,childcare_yearly,taxes_yearly,total_yearly,median_family_income,num_counties_in_st,st_cost_rank,st_med_aff_rank,st_income_rank
SD,Stanley County,1p1c,"$11,616","$6,024","$18,720","$10,536","$6,252","$5,268","$6,648","$65,064"," 89,901 ",66.0,32.0,65.0,1.0
SD,Stanley County,1p2c,"$11,616","$8,820","$20,580","$14,364","$7,236","$10,536","$7,728","$80,892"," 89,901 ",66.0,32.0,65.0,1.0
SD,Stanley County,1p3c,"$15,504","$11,784","$21,852","$18,192","$9,660","$12,156","$10,764","$99,912"," 89,901 ",66.0,32.0,65.0,1.0
SD,Stanley County,1p4c,"$15,504","$14,424","$22,752","$22,020","$10,596","$12,156","$13,716","$111,168"," 89,901 ",66.0,32.0,65.0,1.0
SD,Stanley County,2p0c,"$8,820","$7,500","$17,916","$13,428","$5,784",$0,"$7,236","$60,684"," 89,901 ",66.0,32.0,65.0,1.0
SD,Stanley County,2p1c,"$11,616","$9,336","$19,668","$17,256","$7,416","$5,268","$8,208","$78,768"," 89,901 ",66.0,32.0,65.0,1.0
SD,Stanley County,2p2c,"$11,616","$11,808","$20,856","$21,084","$8,292","$10,536","$8,412","$92,616"," 89,901 ",66.0,32.0,65.0,1.0
SD,Stanley County,2p3c,"$15,504","$14,424","$21,696","$24,912","$10,596","$12,156","$10,056","$109,356"," 89,901 ",66.0,32.0,65.0,1.0
SD,Stanley County,2p4c,"$15,504","$17,664","$22,368","$28,740","$11,748","$12,156","$12,516","$120,684"," 89,901 ",66.0,32.0,65.0,1.0
SD,Sully County,1p0c,"$6,960","$4,092","$16,020","$6,720","$3,912",$0,"$5,820","$43,512"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,1p1c,"$10,008","$6,024","$21,084","$10,536","$5,676","$5,304","$6,696","$65,340"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,1p2c,"$10,008","$8,820","$23,412","$14,364","$6,672","$10,596","$7,932","$81,804"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,1p3c,"$13,356","$11,784","$24,972","$18,192","$8,904","$12,228","$10,872","$100,308"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,1p4c,"$13,356","$14,424","$26,088","$22,020","$9,840","$12,228","$13,884","$111,840"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,2p0c,"$7,608","$7,500","$20,136","$13,428","$5,352",$0,"$7,356","$61,368"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,2p1c,"$10,008","$9,336","$22,308","$17,256","$6,852","$5,304","$8,304","$79,356"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,2p2c,"$10,008","$11,808","$23,772","$21,084","$7,728","$10,596","$8,580","$93,576"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,2p3c,"$13,356","$14,424","$24,804","$24,912","$9,840","$12,228","$10,128","$109,692"," 72,038 ",66.0,23.0,54.0,10.0
SD,Sully County,2p4c,"$13,356","$17,664","$26,640","$28,740","$10,980","$12,228","$12,924","$122,520"," 72,038 ",66.0,23.0,54.0,10.0
SD,Todd County,1p0c,"$6,900","$4,356","$13,212","$7,680","$3,984",$0,"$5,508","$41,640"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,1p1c,"$9,912","$6,420","$16,680","$12,084","$5,784","$5,304","$6,192","$62,376"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,1p2c,"$9,912","$9,396","$19,368","$16,500","$6,840","$10,596","$7,572","$80,196"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,1p3c,"$13,248","$12,552","$20,760","$20,904","$9,132","$12,228","$10,656","$99,468"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,1p4c,"$13,248","$15,372","$21,756","$25,308","$10,128","$12,228","$13,920","$111,960"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,2p0c,"$7,536","$7,992","$15,888","$15,372","$5,496",$0,"$7,008","$59,280"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,2p1c,"$9,912","$9,948","$18,444","$19,776","$7,032","$5,304","$8,172","$78,588"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,2p2c,"$9,912","$12,588","$19,728","$24,180","$7,968","$10,596","$8,580","$93,552"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,2p3c,"$13,248","$15,372","$20,652","$28,584","$10,140","$12,228","$10,308","$110,532"," 25,530 ",66.0,24.0,3.0,64.0
SD,Todd County,2p4c,"$13,248","$18,816","$21,384","$32,988","$11,352","$12,228","$13,044","$123,060"," 25,530 ",66.0,24.0,3.0,64.0
SD,Tripp County,1p0c,"$6,900","$4,176","$15,360","$6,720","$3,924",$0,"$5,688","$42,768"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,1p1c,"$9,912","$6,156","$18,948","$10,536","$5,688","$5,268","$6,264","$62,784"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,1p2c,"$9,912","$9,012","$21,756","$14,364","$6,696","$10,536","$7,488","$79,776"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,1p3c,"$12,444","$12,036","$23,136","$18,192","$8,664","$12,156","$9,888","$96,528"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,1p4c,"$12,444","$14,736","$24,120","$22,020","$9,624","$12,156","$12,888","$108,000"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,2p0c,"$7,536","$7,668","$18,048","$13,428","$5,376",$0,"$6,960","$59,016"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,2p1c,"$9,912","$9,540","$20,736","$17,256","$6,888","$5,268","$8,004","$77,604"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,2p2c,"$9,912","$12,072","$22,020","$21,084","$7,788","$10,536","$8,244","$91,656"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,2p3c,"$12,444","$14,748","$22,944","$24,912","$9,624","$12,156","$9,396","$106,212"," 67,986 ",66.0,47.0,13.0,55.0
SD,Tripp County,2p4c,"$12,444","$18,048","$23,664","$28,740","$10,800","$12,156","$11,856","$117,708"," 67,986 ",66.0,47.0,13.0,55.0
SD,Turner County,1p0c,"$6,024","$4,488","$15,780","$6,792","$3,720",$0,"$5,640","$42,468"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,1p1c,"$8,064","$6,624","$19,848","$10,776","$5,196","$6,204","$6,300","$63,000"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,1p2c,"$8,064","$9,696","$21,960","$14,760","$6,288","$12,828","$7,848","$81,432"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,1p3c,"$10,812","$12,936","$23,376","$18,744","$8,412","$14,856","$10,764","$99,912"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,1p4c,"$10,812","$15,840","$25,308","$22,728","$9,444","$14,856","$14,256","$113,256"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,2p0c,"$6,732","$8,232","$18,996","$13,584","$5,304",$0,"$7,116","$59,976"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,2p1c,"$8,064","$10,248","$20,976","$17,568","$6,480","$6,204","$7,992","$77,532"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,2p2c,"$8,064","$12,972","$22,296","$21,552","$7,452","$12,828","$8,616","$93,756"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,2p3c,"$10,812","$15,852","$24,156","$25,536","$9,444","$14,856","$10,428","$111,084"," 77,056 ",66.0,22.0,34.0,31.0
SD,Turner County,2p4c,"$10,812","$19,404","$24,912","$29,520","$10,704","$14,856","$13,092","$123,288"," 77,056 ",66.0,22.0,34.0,31.0
SD,Union County,1p0c,"$8,244","$4,044","$13,944","$6,792","$4,344",$0,"$5,748","$43,116"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,1p1c,"$12,336","$5,964","$17,040","$10,776","$6,480","$7,128","$6,912","$66,648"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,1p2c,"$12,336","$8,724","$19,512","$14,760","$7,452","$12,828","$8,412","$84,024"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,1p3c,"$15,132","$11,652","$20,700","$18,744","$9,480","$14,580","$11,172","$101,460"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,1p4c,"$15,132","$14,268","$21,552","$22,728","$10,404","$14,580","$14,136","$112,800"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,2p0c,"$9,372","$7,416","$16,308","$13,584","$5,940",$0,"$7,068","$59,700"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,2p1c,"$12,336","$9,228","$18,684","$17,568","$7,632","$7,128","$8,616","$81,204"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,2p2c,"$12,336","$11,688","$19,812","$21,552","$8,508","$12,828","$8,928","$95,640"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,2p3c,"$15,132","$14,268","$20,604","$25,536","$10,416","$14,580","$10,392","$110,928"," 98,016 ",66.0,12.0,59.0,3.0
SD,Union County,2p4c,"$15,132","$17,472","$21,240","$29,520","$11,544","$14,580","$12,888","$122,376"," 98,016 ",66.0,12.0,59.0,3.0
SD,Walworth County,1p0c,"$6,900","$4,404","$14,448","$6,888","$4,008",$0,"$5,604","$42,240"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,1p1c,"$9,924","$6,492","$17,688","$10,812","$5,808","$5,268","$6,156","$62,160"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,1p2c,"$9,924","$9,492","$20,268","$14,748","$6,876","$10,536","$7,368","$79,212"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,1p3c,"$12,084","$12,684","$21,540","$18,684","$8,772","$12,156","$9,636","$95,544"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,1p4c,"$12,084","$15,528","$22,452","$22,608","$9,780","$12,156","$12,708","$107,316"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,2p0c,"$7,536","$8,076","$16,836","$13,776","$5,532",$0,"$6,900","$58,644"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,2p1c,"$9,924","$10,044","$19,284","$17,700","$7,068","$5,268","$7,944","$77,256"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,2p2c,"$9,924","$12,720","$20,472","$21,636","$8,016","$10,536","$8,232","$91,524"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,2p3c,"$12,084","$15,528","$21,312","$25,560","$9,780","$12,156","$9,288","$105,720"," 72,978 ",66.0,49.0,21.0,48.0
SD,Walworth County,2p4c,"$12,084","$19,008","$21,984","$29,496","$11,016","$12,156","$11,832","$117,576"," 72,978 ",66.0,49.0,21.0,48.0
SD,Yankton County,1p0c,"$6,900","$4,176","$12,960","$6,720","$3,924",$0,"$5,208","$39,888"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,1p1c,"$9,912","$6,156","$16,008","$10,536","$5,688","$5,316","$5,664","$59,304"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,1p2c,"$9,912","$9,012","$18,420","$14,364","$6,696","$10,596","$6,588","$75,600"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,1p3c,"$13,848","$12,036","$19,608","$18,192","$9,168","$12,216","$9,348","$94,416"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,1p4c,"$13,848","$14,736","$20,460","$22,020","$10,116","$12,216","$12,276","$105,684"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,2p0c,"$7,656","$7,668","$15,336","$13,428","$5,424",$0,"$6,444","$55,956"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,2p1c,"$9,912","$9,540","$17,652","$17,256","$6,888","$5,316","$7,380","$73,956"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,2p2c,"$9,912","$12,072","$18,756","$21,084","$7,788","$10,596","$7,584","$87,780"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,2p3c,"$13,848","$14,748","$19,548","$24,912","$10,128","$12,216","$9,012","$104,400"," 72,909 ",66.0,64.0,57.0,15.0
SD,Yankton County,2p4c,"$13,848","$18,048","$20,172","$28,740","$11,292","$12,216","$11,436","$115,752"," 72,909 ",66.0,64.0,57.0,15.0
SD,Ziebach County,1p0c,"$6,900","$4,152","$14,640","$7,680","$3,912",$0,"$5,724","$43,008"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,1p1c,"$9,912","$6,108","$18,528","$12,084","$5,676","$5,304","$6,480","$64,104"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,1p2c,"$9,912","$8,940","$21,516","$16,500","$6,672","$10,596","$8,004","$82,152"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,1p3c,"$12,288","$11,940","$23,052","$20,904","$8,580","$12,228","$10,716","$99,696"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,1p4c,"$12,288","$14,616","$24,144","$25,308","$9,528","$12,228","$13,944","$112,068"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,2p0c,"$7,536","$7,596","$17,640","$15,372","$5,364",$0,"$7,248","$60,744"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,2p1c,"$9,912","$9,468","$20,484","$19,776","$6,864","$5,304","$8,448","$80,244"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,2p2c,"$9,912","$11,976","$21,900","$24,180","$7,752","$10,596","$8,856","$95,160"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,2p3c,"$12,288","$14,628","$22,908","$28,584","$9,528","$12,228","$10,296","$110,460"," 40,431 ",66.0,15.0,5.0,62.0
SD,Ziebach County,2p4c,"$12,288","$17,904","$23,724","$32,988","$10,692","$12,228","$12,984","$122,796"," 40,431 ",66.0,15.0,5.0,62.0
TN,Anderson County,1p0c,"$9,324","$4,188","$12,552","$5,004","$4,788",$0,"$5,448","$41,304"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,1p1c,"$12,156","$6,180","$15,696","$7,800","$6,492","$9,084","$6,444","$63,840"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,1p2c,"$12,156","$9,036","$18,168","$10,608","$7,500","$12,708","$6,912","$77,076"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,1p3c,"$15,840","$12,072","$19,392","$13,404","$9,888","$13,824","$9,120","$93,540"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,1p4c,"$15,840","$14,784","$20,280","$16,200","$10,836","$13,824","$11,700","$103,464"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,2p0c,"$10,008","$7,680","$15,084","$10,008","$6,264",$0,"$6,348","$55,392"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,2p1c,"$12,156","$9,564","$17,448","$12,804","$7,692","$9,084","$7,836","$76,572"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,2p2c,"$12,156","$12,096","$18,600","$15,612","$8,592","$12,708","$7,488","$87,240"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,2p3c,"$15,840","$14,784","$19,416","$18,408","$10,848","$13,824","$8,412","$101,532"," 63,725 ",95.0,14.0,56.0,24.0
TN,Anderson County,2p4c,"$15,840","$18,096","$20,076","$21,204","$12,012","$13,824","$10,536","$111,588"," 63,725 ",95.0,14.0,56.0,24.0
TN,Bedford County,1p0c,"$8,784","$3,792","$14,064","$5,544","$4,452",$0,"$5,604","$42,240"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,1p1c,"$10,884","$5,580","$16,632","$8,688","$5,832","$6,000","$5,664","$59,280"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,1p2c,"$10,884","$8,172","$18,108","$11,820","$6,744","$10,296","$5,796","$71,832"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,1p3c,"$13,248","$10,908","$19,188","$14,964","$8,556","$11,628","$7,044","$85,536"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,1p4c,"$13,248","$13,356","$19,980","$18,096","$9,420","$11,628","$9,576","$95,316"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,2p0c,"$8,844","$6,948","$15,936","$11,088","$5,592",$0,"$6,216","$54,624"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,2p1c,"$10,884","$8,652","$17,328","$14,232","$6,912","$6,000","$6,852","$70,848"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,2p2c,"$10,884","$10,944","$18,336","$17,364","$7,728","$10,296","$6,612","$82,164"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,2p3c,"$13,248","$13,368","$19,068","$20,508","$9,420","$11,628","$6,984","$94,224"," 58,489 ",95.0,28.0,54.0,35.0
TN,Bedford County,2p4c,"$13,248","$16,356","$20,556","$23,640","$10,488","$11,628","$9,156","$105,060"," 58,489 ",95.0,28.0,54.0,35.0
TN,Benton County,1p0c,"$7,164","$3,804","$13,404","$5,268","$3,876",$0,"$4,980","$38,484"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,1p1c,"$8,964","$5,604","$16,284","$8,232","$5,160","$6,000","$4,956","$55,200"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,1p2c,"$8,964","$8,196","$18,000","$11,196","$6,072","$10,296","$4,944","$67,680"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,1p3c,"$10,908","$10,944","$19,260","$14,172","$7,740","$11,628","$5,844","$80,484"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,1p4c,"$10,908","$13,404","$20,196","$17,136","$8,604","$11,628","$8,244","$90,108"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,2p0c,"$7,212","$6,972","$15,552","$10,524","$5,016",$0,"$5,616","$50,892"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,2p1c,"$8,964","$8,676","$17,148","$13,500","$6,240","$6,000","$6,132","$66,660"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,2p2c,"$8,964","$10,968","$18,324","$16,464","$7,056","$10,296","$5,880","$77,964"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,2p3c,"$10,908","$13,404","$19,188","$19,440","$8,604","$11,628","$6,120","$89,280"," 52,285 ",95.0,75.0,43.0,59.0
TN,Benton County,2p4c,"$10,908","$16,404","$20,760","$22,404","$9,672","$11,628","$8,064","$99,852"," 52,285 ",95.0,75.0,43.0,59.0
TN,Bledsoe County,1p0c,"$6,768","$3,996","$13,848","$5,124","$3,816",$0,"$4,992","$38,532"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,1p1c,"$8,964","$5,904","$16,656","$8,004","$5,268","$6,000","$5,076","$55,860"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,1p2c,"$8,964","$8,628","$18,312","$10,896","$6,228","$10,296","$5,100","$68,412"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,1p3c,"$12,744","$11,520","$19,524","$13,776","$8,592","$11,628","$6,804","$84,588"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,1p4c,"$12,744","$14,112","$20,424","$16,656","$9,504","$11,628","$9,348","$94,416"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,2p0c,"$6,804","$7,332","$15,912","$10,248","$5,004",$0,"$5,616","$50,928"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,2p1c,"$8,964","$9,132","$17,460","$13,128","$6,408","$6,000","$6,252","$67,344"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,2p2c,"$8,964","$11,556","$18,600","$16,008","$7,260","$10,296","$6,000","$78,696"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,2p3c,"$12,744","$14,112","$19,428","$18,900","$9,504","$11,628","$6,792","$93,108"," 54,162 ",95.0,63.0,12.0,84.0
TN,Bledsoe County,2p4c,"$12,744","$17,280","$21,000","$21,780","$10,632","$11,628","$8,928","$103,980"," 54,162 ",95.0,63.0,12.0,84.0
TN,Blount County,1p0c,"$9,912","$4,248","$13,212","$5,004","$5,016",$0,"$5,748","$43,140"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,1p1c,"$12,912","$6,264","$16,296","$7,800","$6,792","$9,084","$6,804","$65,940"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,1p2c,"$12,912","$9,156","$18,756","$10,608","$7,812","$12,708","$7,392","$79,344"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,1p3c,"$16,836","$12,228","$19,956","$13,404","$10,296","$13,824","$9,852","$96,384"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,1p4c,"$16,836","$14,976","$20,808","$16,200","$11,268","$13,824","$12,456","$106,356"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,2p0c,"$10,632","$7,788","$15,660","$10,008","$6,528",$0,"$6,672","$57,288"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,2p1c,"$12,912","$9,696","$18,012","$12,804","$8,004","$9,084","$8,196","$78,708"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,2p2c,"$12,912","$12,264","$19,128","$15,612","$8,916","$12,708","$7,860","$89,400"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,2p3c,"$16,836","$14,976","$19,932","$18,408","$11,268","$13,824","$8,976","$104,220"," 72,640 ",95.0,11.0,81.0,12.0
TN,Blount County,2p4c,"$16,836","$18,336","$20,568","$21,204","$12,456","$13,824","$11,124","$114,348"," 72,640 ",95.0,11.0,81.0,12.0
TN,Bradley County,1p0c,"$8,136","$4,284","$12,912","$5,244","$4,392",$0,"$5,268","$40,224"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,1p1c,"$11,460","$6,312","$15,480","$8,172","$6,288","$9,084","$6,312","$63,108"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,1p2c,"$11,460","$9,228","$16,920","$11,112","$7,332","$12,708","$6,528","$75,288"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,1p3c,"$15,024","$12,324","$17,952","$14,052","$9,684","$13,824","$8,592","$91,464"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,1p4c,"$15,024","$15,096","$19,524","$16,992","$10,668","$13,824","$11,472","$102,600"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,2p0c,"$8,700","$7,848","$14,868","$10,476","$5,856",$0,"$6,096","$53,844"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,2p1c,"$11,460","$9,768","$16,236","$13,416","$7,512","$9,084","$7,572","$75,048"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,2p2c,"$11,460","$12,360","$17,208","$16,356","$8,436","$12,708","$7,236","$85,752"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,2p3c,"$15,024","$15,096","$18,732","$19,296","$10,668","$13,824","$8,292","$100,932"," 63,931 ",95.0,18.0,60.0,25.0
TN,Bradley County,2p4c,"$15,024","$18,480","$19,332","$22,224","$11,868","$13,824","$10,452","$111,216"," 63,931 ",95.0,18.0,60.0,25.0
TN,Campbell County,1p0c,"$6,792","$3,912","$12,732","$5,004","$3,792",$0,"$4,728","$36,948"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,1p1c,"$10,164","$5,772","$15,420","$7,800","$5,640","$6,768","$5,232","$56,796"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,1p2c,"$10,164","$8,436","$17,016","$10,608","$6,588","$9,840","$4,920","$67,560"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,1p3c,"$13,656","$11,268","$18,192","$13,404","$8,820","$10,788","$6,252","$82,368"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,1p4c,"$13,656","$13,788","$19,056","$16,200","$9,720","$10,788","$8,700","$91,908"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,2p0c,"$7,716","$7,176","$14,760","$10,008","$5,268",$0,"$5,544","$50,472"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,2p1c,"$10,164","$8,928","$16,248","$12,804","$6,756","$6,768","$6,372","$68,040"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,2p2c,"$10,164","$11,292","$17,340","$15,612","$7,596","$9,840","$5,820","$77,664"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,2p3c,"$13,656","$13,800","$18,144","$18,408","$9,720","$10,788","$6,396","$90,912"," 49,423 ",95.0,80.0,24.0,79.0
TN,Campbell County,2p4c,"$13,656","$16,896","$19,632","$21,204","$10,812","$10,788","$8,376","$101,364"," 49,423 ",95.0,80.0,24.0,79.0
TN,Cannon County,1p0c,"$7,752","$3,684","$14,292","$5,400","$4,056",$0,"$5,316","$40,500"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,1p1c,"$8,952","$5,436","$18,732","$8,436","$5,088","$6,768","$5,616","$59,028"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,1p2c,"$8,952","$7,956","$20,724","$11,472","$5,988","$9,840","$5,508","$70,428"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,1p3c,"$11,196","$10,620","$22,068","$14,496","$7,728","$10,788","$6,480","$83,376"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,1p4c,"$11,196","$13,008","$23,028","$17,532","$8,568","$10,788","$9,012","$93,120"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,2p0c,"$7,920","$6,756","$17,976","$10,800","$5,196",$0,"$6,276","$54,924"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,2p1c,"$8,952","$8,412","$19,848","$13,836","$6,144","$6,768","$6,852","$70,800"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,2p2c,"$8,952","$10,644","$21,108","$16,860","$6,936","$9,840","$6,348","$80,700"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,2p3c,"$11,196","$13,008","$21,996","$19,896","$8,568","$10,788","$6,600","$92,052"," 67,061 ",95.0,36.0,61.0,36.0
TN,Cannon County,2p4c,"$11,196","$15,924","$23,616","$22,932","$9,600","$10,788","$8,664","$102,708"," 67,061 ",95.0,36.0,61.0,36.0
TN,Carroll County,1p0c,"$7,308","$3,708","$13,680","$5,268","$3,900",$0,"$5,052","$38,916"," 59,490 ",95.0,81.0,62.0,45.0
TN,Carroll County,1p1c,"$8,964","$5,472","$16,452","$8,232","$5,112","$6,000","$4,956","$55,176"," 59,490 ",95.0,81.0,62.0,45.0
TN,Carroll County,1p2c,"$8,964","$8,004","$18,084","$11,196","$6,012","$10,296","$4,896","$67,464"," 59,490 ",95.0,81.0,62.0,45.0
TN,Carroll County,1p3c,"$11,604","$10,680","$19,296","$14,172","$7,896","$11,628","$6,012","$81,288"," 59,490 ",95.0,81.0,62.0,45.0
TN,Carroll County,1p4c,"$11,604","$13,080","$20,184","$17,136","$8,736","$11,628","$8,412","$90,792"," 59,490 ",95.0,81.0,62.0,45.0
TN,Carroll County,2p0c,"$7,932","$6,804","$15,708","$10,524","$5,220",$0,"$5,796","$51,984"," 59,490 ",95.0,81.0,62.0,45.0
TN,Carroll County,2p1c,"$8,964","$8,472","$17,244","$13,500","$6,168","$6,000","$6,096","$66,432"," 59,490 ",95.0,81.0,62.0,45.0
